Player,Offense,Defense,Ovr,Season
Devon Hall,-1.46,-1.72,-3.19,2020
Oshae Brissett,-1.38,-1.81,-3.19,2020
Louis King,-1.38,-1.82,-3.2,2020
Caleb Swanigan,-2.83,-0.38,-3.21,2020
Allen Crabbe,-1.92,-1.35,-3.27,2020
Rayjon Tucker,-1.25,-2.03,-3.28,2020
Max Strus,-1.33,-1.95,-3.28,2020
Matt Mooney,-1.46,-1.83,-3.29,2020
Nigel Williams-Goss,-1.49,-1.82,-3.31,2020
Dewan Hernandez,-1.35,-1.97,-3.32,2020
DaQuan Jeffries,-1.26,-2.06,-3.32,2020
Eric Mika,-1.37,-1.97,-3.34,2020
Justin James,-1.82,-1.52,-3.34,2020
Jarrod Uthoff,-1.4,-1.94,-3.34,2020
Tacko Fall,-1.47,-1.87,-3.34,2020
Brian Bowen II,-1.39,-1.95,-3.35,2020
Jeremy Pargo,-1.37,-2,-3.37,2020
Dean Wade,-1.33,-2.04,-3.37,2020
Zhaire Smith,-1.21,-2.16,-3.37,2020
J.P. Macura,-1.48,-1.89,-3.37,2020
Kostas Antetokounmpo,-1.44,-1.94,-3.38,2020
Naz Mitrou-Long,-1.49,-1.9,-3.39,2020
Amir Coffey,-1.49,-1.91,-3.4,2020
Tremont Waters,-1.52,-1.89,-3.41,2020
Miye Oni,-1.17,-2.25,-3.41,2020
Luka Samanic,-1.55,-1.87,-3.42,2020
Vlatko Cancar,-1.4,-2.03,-3.43,2020
Wenyen Gabriel,-1.41,-2.03,-3.44,2020
Devontae Cacok,-1.44,-2,-3.44,2020
Mfiondu Kabengele,-1.47,-2,-3.46,2020
Dusty Hannahs,-1.39,-2.08,-3.46,2020
Josh Reaves,-1.53,-1.94,-3.47,2020
Marques Bolden,-1.52,-1.95,-3.47,2020
Bol Bol,-1.25,-2.23,-3.47,2020
Isaiah Roby,-1.52,-1.96,-3.48,2020
Jordan Bone,-1.49,-1.99,-3.48,2020
Evan Turner,-2.96,-0.53,-3.49,2020
Donta Hall,-1.45,-2.05,-3.5,2020
Tyler Cook,-1.37,-2.13,-3.5,2020
Shamorie Ponds,-1.47,-2.05,-3.52,2020
Stanton Kidd,-1.6,-1.93,-3.53,2020
Kyle Alexander,-1.58,-1.95,-3.54,2020
Daryl Macon,-1.67,-1.87,-3.54,2020
Malik Newman,-1.55,-1.99,-3.54,2020
Vic Law,-1.64,-1.91,-3.55,2020
Jeremiah Martin,-1.37,-2.19,-3.56,2020
Marial Shayok,-1.52,-2.04,-3.57,2020
Thanasis Antetokounmpo,-1.6,-1.98,-3.58,2020
Jalen Lecque,-1.63,-1.97,-3.6,2020
BJ Johnson,-1.58,-2.02,-3.6,2020
Talen Horton-Tucker,-1.6,-2.01,-3.6,2020
Zach Norvell Jr.,-1.38,-2.23,-3.62,2020
Ignas Brazdeikis,-1.42,-2.2,-3.62,2020
Justin Wright-Foreman,-1.57,-2.05,-3.63,2020
Kyle Guy,-1.54,-2.09,-3.63,2020
Jarred Vanderbilt,-1.8,-1.83,-3.64,2020
Quinndary Weatherspoon,-1.66,-1.98,-3.64,2020
Jared Harper,-1.52,-2.12,-3.64,2020
Joe Chealey,-1.82,-1.83,-3.65,2020
Tariq Owens,-1.56,-2.1,-3.66,2020
William Howard,-1.68,-1.99,-3.66,2020
Chimezie Metu,-1.74,-1.93,-3.67,2020
KZ Okpala,-1.59,-2.08,-3.67,2020
Justin Patton,-1.54,-2.13,-3.67,2020
Josh Gray,-1.81,-1.9,-3.71,2020
Vincent Poirier,-1.66,-2.07,-3.73,2020
Antonius Cleveland,-1.61,-2.13,-3.74,2020
Kevin Knox II,-2.1,-1.65,-3.75,2020
Jarrell Brantley,-1.86,-1.9,-3.75,2020
Kevin Hervey,-1.85,-1.92,-3.77,2020
Moses Brown,-1.55,-2.23,-3.78,2020
Melvin Frazier Jr.,-1.61,-2.18,-3.79,2020
Jamal Crawford,-0.29,-3.51,-3.8,2020
Sekou Doumbouya,-2.21,-1.6,-3.81,2020
Gabe Vincent,-1.83,-1.99,-3.82,2020
Zylan Cheatham,-1.65,-2.2,-3.85,2020
Anfernee Simons,-1.07,-2.84,-3.91,2020
Udonis Haslem,-2.13,-1.86,-4,2020
Jacob Evans,-3.06,-1,-4.05,2020
Dennis Smith Jr.,-3.14,-0.94,-4.08,2020
Nic Claxton,-1.97,-2.17,-4.14,2020
Michael Frazier II,-2.16,-2,-4.15,2020
Deonte Burton,-4.03,-0.18,-4.21,2020
Norvel Pelle,-1.68,-2.55,-4.23,2020
Stephen Curry,8.2,0.58,8.78,2019
James Harden,8.98,-0.26,8.72,2019
Paul George,5.17,2.13,7.29,2019
Giannis Antetokounmpo,4.09,3.02,7.12,2019
Damian Lillard,6.5,0.24,6.75,2019
LeBron James,5.69,1.05,6.74,2019
Nikola Jokic,4.68,1.97,6.65,2019
Kyle Lowry,4,2.2,6.2,2019
Rudy Gobert,1.82,4.32,6.13,2019
Anthony Davis,3.46,2.54,6,2019
Chris Paul,4.43,1.56,5.99,2019
Joel Embiid,3.38,2.56,5.94,2019
Kevin Durant,5.89,0.01,5.9,2019
Kyrie Irving,5.48,0.4,5.88,2019
Kawhi Leonard,4.8,0.98,5.77,2019
Kemba Walker,5.72,-0.17,5.56,2019
Jimmy Butler,3.03,2.25,5.28,2019
Mike Conley,4.81,0.46,5.28,2019
Karl-Anthony Towns,4.67,0.6,5.27,2019
Jrue Holiday,3.45,1.59,5.05,2019
Nikola Vucevic,2.04,2.66,4.71,2019
Robert Covington,0.86,3.84,4.69,2019
Al Horford,2.73,1.9,4.63,2019
Danilo Gallinari,4.25,0.36,4.61,2019
Danny Green,2.68,1.89,4.58,2019
Eric Bledsoe,3.34,1.1,4.44,2019
Bradley Beal,4.24,-0.05,4.19,2019
Blake Griffin,3.33,0.82,4.15,2019
Pascal Siakam,2.53,1.56,4.09,2019
Otto Porter Jr.,2.89,1.08,3.97,2019
Victor Oladipo,1.67,2.11,3.78,2019
Russell Westbrook,2.53,1.22,3.75,2019
Paul Millsap,1.79,1.96,3.75,2019
Jusuf Nurkic,0.34,3.3,3.64,2019
Andre Drummond,1.33,2.19,3.53,2019
Kevin Love,2.61,0.9,3.51,2019
Joe Ingles,2.22,1.27,3.49,2019
Nikola Mirotic,2.78,0.71,3.49,2019
Patrick Beverley,2.14,1.33,3.47,2019
Steven Adams,1.43,1.97,3.4,2019
Aron Baynes,-0.43,3.74,3.31,2019
Al-Farouq Aminu,1.34,1.95,3.29,2019
Marc Gasol,0.83,2.44,3.27,2019
Malcolm Brogdon,2.85,0.4,3.25,2019
Brook Lopez,1.35,1.9,3.24,2019
DeMarcus Cousins,0.74,2.47,3.21,2019
Nemanja Bjelica,2.18,1.02,3.21,2019
Draymond Green,0.1,3.09,3.19,2019
Thaddeus Young,1.33,1.85,3.18,2019
Davis Bertans,2.78,0.39,3.17,2019
Derrick White,1.37,1.76,3.12,2019
Ersan Ilyasova,0.65,2.45,3.1,2019
Marcus Smart,1.27,1.78,3.04,2019
LaMarcus Aldridge,1.73,1.3,3.02,2019
Jayson Tatum,1.46,1.55,3.01,2019
Donovan Mitchell,2.06,0.95,3.01,2019
Hassan Whiteside,0.25,2.71,2.96,2019
Raul Neto,2.07,0.79,2.86,2019
Derrick Favors,0.72,2.14,2.86,2019
Kelly Olynyk,1.86,0.97,2.83,2019
Boban Marjanovic,1.25,1.56,2.81,2019
Khris Middleton,2.2,0.58,2.79,2019
Thabo Sefolosha,0.16,2.61,2.78,2019
Kevon Looney,1.51,1.25,2.77,2019
Eric Gordon,3.16,-0.47,2.69,2019
Fred VanVleet,2.4,0.29,2.69,2019
Luka Doncic,2.97,-0.34,2.63,2019
Justise Winslow,0.32,2.29,2.6,2019
Montrezl Harrell,2.23,0.31,2.54,2019
Jonas Valanciunas,1.78,0.72,2.5,2019
Darren Collison,2.62,-0.13,2.49,2019
Dwight Powell,2.69,-0.22,2.47,2019
Clint Capela,0.79,1.67,2.47,2019
Mitchell Robinson,1.47,0.99,2.47,2019
JJ Redick,2.86,-0.4,2.46,2019
John Collins,2.55,-0.09,2.46,2019
Jamal Murray,3.13,-0.69,2.43,2019
Andre Iguodala,0.65,1.73,2.38,2019
Cody Zeller,0.78,1.57,2.35,2019
Rudy Gay,1.23,1.09,2.32,2019
DeAndre Jordan,0.22,2.07,2.29,2019
Salah Mejri,-0.18,2.44,2.26,2019
Tyus Jones,1.87,0.34,2.21,2019
Ben Simmons,1.34,0.83,2.17,2019
Buddy Hield,2.56,-0.4,2.17,2019
Josh Richardson,1.46,0.69,2.15,2019
Khem Birch,0.9,1.23,2.13,2019
De'Aaron Fox,1.76,0.36,2.12,2019
Ricky Rubio,0.65,1.45,2.1,2019
DeMar DeRozan,2.3,-0.23,2.07,2019
D.J. Augustin,2.24,-0.17,2.06,2019
Maxi Kleber,0.27,1.78,2.05,2019
Danuel House Jr.,2.41,-0.36,2.04,2019
Jakob Poeltl,1.05,0.99,2.04,2019
D'Angelo Russell,2.6,-0.59,2.01,2019
George Hill,1.39,0.61,2,2019
Alex Caruso,0.56,1.41,1.97,2019
Bam Adebayo,-0.26,2.19,1.93,2019
Dewayne Dedmon,0.45,1.46,1.91,2019
Isaiah Thomas,4.09,-2.18,1.91,2019
Domantas Sabonis,0.75,1.14,1.89,2019
Wayne Ellington,1.84,0.05,1.89,2019
Aaron Gordon,0.75,1.12,1.87,2019
Luke Kornet,0.52,1.34,1.86,2019
P.J. Tucker,-0.09,1.95,1.86,2019
Larry Nance Jr.,0.63,1.22,1.85,2019
Gordon Hayward,1.98,-0.15,1.83,2019
Ed Davis,-0.43,2.25,1.83,2019
Monte Morris,1.54,0.26,1.79,2019
CJ McCollum,2.73,-0.94,1.79,2019
Luol Deng,0.96,0.81,1.77,2019
Jeremy Lamb,1.76,0.01,1.77,2019
Eric Moreland,-1.5,3.24,1.74,2019
Patty Mills,3.2,-1.46,1.74,2019
Brad Wanamaker,1.22,0.52,1.74,2019
Tobias Harris,2.03,-0.3,1.73,2019
Jared Dudley,0.32,1.4,1.73,2019
Bojan Bogdanovic,1.62,0.09,1.71,2019
Ekpe Udoh,0.45,1.26,1.7,2019
Kyle Anderson,-0.97,2.67,1.69,2019
Robert Williams III,-1.04,2.73,1.69,2019
Luc Mbah a Moute,-0.09,1.74,1.65,2019
Nene,-0.66,2.3,1.64,2019
Reggie Jackson,2.15,-0.55,1.6,2019
Goran Dragic,1.51,0.09,1.6,2019
Devin Booker,3.38,-1.83,1.55,2019
Bruno Caboclo,0.78,0.77,1.54,2019
Myles Turner,-0.77,2.31,1.54,2019
Lou Williams,3.89,-2.38,1.51,2019
Willie Cauley-Stein,-0.09,1.57,1.49,2019
Tim Hardaway Jr.,1.78,-0.3,1.48,2019
Klay Thompson,1.92,-0.45,1.48,2019
JaKarr Sampson,0.08,1.39,1.46,2019
Delon Wright,1.14,0.32,1.46,2019
Taj Gibson,0.96,0.47,1.42,2019
Jarrett Allen,0.43,0.99,1.42,2019
Ivica Zubac,-0.84,2.25,1.41,2019
Daniel Theis,0.83,0.56,1.39,2019
Yogi Ferrell,1.05,0.33,1.38,2019
Omri Casspi,0.08,1.31,1.38,2019
Joe Harris,2.11,-0.73,1.37,2019
Nerlens Noel,-1.42,2.76,1.34,2019
Jeff Teague,1.81,-0.47,1.34,2019
Ryan Arcidiacono,1.31,0.03,1.34,2019
Mason Plumlee,0.34,1,1.34,2019
Gary Harris,0.97,0.34,1.31,2019
JaVale McGee,0.56,0.73,1.29,2019
Jerami Grant,0.3,0.98,1.28,2019
J.J. Barea,2.15,-0.89,1.26,2019
Joakim Noah,-0.78,2,1.22,2019
Lonzo Ball,-0.88,2.09,1.21,2019
DeMarre Carroll,0.85,0.32,1.17,2019
John Wall,1.33,-0.18,1.15,2019
Cory Joseph,0.36,0.78,1.14,2019
Seth Curry,1.3,-0.19,1.12,2019
Marvin Williams,0.66,0.44,1.1,2019
Kadeem Allen,1.81,-0.73,1.09,2019
Tomas Satoransky,0.94,0.13,1.08,2019
Evan Fournier,1.81,-0.73,1.07,2019
Thomas Bryant,1.36,-0.29,1.07,2019
Enes Freedom,1.65,-0.6,1.05,2019
Noah Vonleh,-0.23,1.27,1.04,2019
Jonathan Isaac,-0.36,1.4,1.04,2019
Jaren Jackson Jr.,-0.82,1.85,1.03,2019
Deandre Ayton,0.65,0.36,1.01,2019
Royce O'Neale,-0.49,1.49,1,2019
Mikal Bridges,0.57,0.42,0.99,2019
Derrick Jones Jr.,-0.33,1.3,0.98,2019
Maurice Harkless,0.2,0.78,0.97,2019
Kyle Korver,0.96,0.01,0.97,2019
Kyle Kuzma,1,-0.06,0.94,2019
Julius Randle,1.89,-0.96,0.93,2019
Josh Hart,-0.35,1.26,0.92,2019
Johnathan Williams,0.35,0.55,0.9,2019
Nicolas Batum,0.51,0.39,0.9,2019
Andrew Bogut,-2.45,3.34,0.9,2019
Alan Williams,-0.73,1.61,0.88,2019
Damian Jones,0.31,0.57,0.88,2019
Rodions Kurucs,-0.4,1.27,0.87,2019
Kenrich Williams,0.26,0.61,0.87,2019
Kevin Huerter,1.5,-0.65,0.84,2019
Serge Ibaka,0.53,0.3,0.83,2019
Dwight Howard,-0.6,1.43,0.83,2019
Ish Smith,1.68,-0.86,0.82,2019
Aaron Holiday,0.67,0.14,0.81,2019
Furkan Korkmaz,0.93,-0.14,0.79,2019
Milos Teodosic,1.49,-0.71,0.79,2019
Vince Carter,0.47,0.28,0.75,2019
Quincy Acy,-0.4,1.12,0.72,2019
Trey Burke,2.44,-1.72,0.72,2019
Dion Waiters,0.95,-0.26,0.68,2019
Harrison Barnes,0.38,0.29,0.67,2019
Shabazz Napier,1.26,-0.59,0.67,2019
Spencer Dinwiddie,2.28,-1.62,0.66,2019
Kenneth Faried,0.89,-0.23,0.66,2019
Malik Beasley,1.73,-1.09,0.64,2019
Tyreke Evans,0.16,0.48,0.64,2019
Jonas Jerebko,0.67,-0.06,0.61,2019
Corey Brewer,-0.46,1.07,0.61,2019
Ryan Broekhoff,1.01,-0.43,0.58,2019
Jae Crowder,0.95,-0.37,0.58,2019
Lauri Markkanen,1.1,-0.53,0.57,2019
T.J. Warren,1.5,-0.94,0.57,2019
Amir Johnson,-0.46,1.02,0.56,2019
Luke Kennard,1.47,-0.93,0.53,2019
Jeff Green,1.06,-0.53,0.53,2019
Mike Muscala,0.11,0.42,0.53,2019
Bryn Forbes,1.38,-0.86,0.52,2019
Jonah Bolden,0.18,0.32,0.49,2019
Michael Kidd-Gilchrist,-0.75,1.24,0.49,2019
Dario Saric,0.59,-0.11,0.48,2019
Terrence Ross,1.41,-0.97,0.44,2019
Pat Connaughton,0.91,-0.47,0.44,2019
Derrick Rose,2.53,-2.09,0.44,2019
Justin Holiday,-0.77,1.21,0.44,2019
James Johnson,-0.48,0.89,0.41,2019
Caris LeVert,0.64,-0.25,0.39,2019
Torrey Craig,0.7,-0.33,0.37,2019
Jake Layman,0.48,-0.12,0.36,2019
Jalen Brunson,0.93,-0.59,0.35,2019
D.J. Wilson,-0.94,1.25,0.3,2019
Juancho Hernangomez,-0.15,0.45,0.3,2019
Langston Galloway,1.03,-0.73,0.3,2019
Dorian Finney-Smith,-0.27,0.55,0.29,2019
Doug McDermott,0.95,-0.67,0.28,2019
Ian Mahinmi,-1.06,1.34,0.28,2019
Reggie Bullock Jr.,0.88,-0.61,0.27,2019
Courtney Lee,-0.08,0.35,0.27,2019
Wesley Matthews,0.62,-0.36,0.27,2019
Michael Carter-Williams,0.43,-0.17,0.27,2019
Josh Okogie,-0.37,0.63,0.26,2019
Kyle O'Quinn,-0.05,0.3,0.26,2019
Landry Shamet,1.88,-1.63,0.25,2019
Zach LaVine,1.71,-1.46,0.25,2019
Rodney McGruder,0.08,0.15,0.23,2019
Richaun Holmes,0.46,-0.25,0.21,2019
Marcin Gortat,-1.49,1.69,0.2,2019
Robin Lopez,-0.16,0.35,0.19,2019
Shai Gilgeous-Alexander,0.02,0.13,0.15,2019
Frank Kaminsky,1.41,-1.28,0.14,2019
Jaylen Brown,-0.57,0.7,0.13,2019
T.J. Leaf,0.46,-0.33,0.13,2019
David Nwaba,0.58,-0.48,0.1,2019
Anthony Tolliver,-0.01,0.06,0.04,2019
Devin Harris,0.59,-0.57,0.03,2019
Andrew Harrison,-0.14,0.16,0.02,2019
Ante Zizic,-0.04,0.05,0.01,2019
Tyson Chandler,-1.83,1.84,0.01,2019
Kentavious Caldwell-Pope,1.07,-1.07,0,2019
Pau Gasol,-1.31,1.29,-0.02,2019
Darius Miller,1.18,-1.2,-0.02,2019
Treveon Graham,-0.7,0.63,-0.07,2019
Tyler Zeller,-0.3,0.21,-0.08,2019
Donte DiVincenzo,-0.4,0.3,-0.1,2019
Zach Collins,-0.11,-0.01,-0.11,2019
Cheick Diallo,-0.21,0.09,-0.12,2019
Marcus Morris Sr.,0.65,-0.77,-0.12,2019
De'Anthony Melton,-0.54,0.41,-0.13,2019
Brandon Ingram,-0.32,0.19,-0.14,2019
Dwayne Bacon,0.77,-0.91,-0.15,2019
Zaza Pachulia,-1.17,1.01,-0.16,2019
Christian Wood,0.42,-0.61,-0.19,2019
Dennis Schroder,0.51,-0.72,-0.21,2019
Bobby Portis,1.43,-1.64,-0.21,2019
Raymond Felton,-0.12,-0.09,-0.21,2019
E'Twaun Moore,0.76,-1.02,-0.26,2019
Kelly Oubre Jr.,0.64,-0.9,-0.26,2019
Bruce Brown,-1.44,1.17,-0.27,2019
Miles Bridges,0.34,-0.63,-0.29,2019
Trae Young,2.53,-2.84,-0.3,2019
MarShon Brooks,0.37,-0.68,-0.31,2019
CJ Miles,-0.32,0.01,-0.31,2019
Bogdan Bogdanovic,0.9,-1.21,-0.32,2019
Damyean Dotson,0.01,-0.33,-0.32,2019
Dante Exum,-0.6,0.27,-0.34,2019
Elfrid Payton,0.71,-1.06,-0.35,2019
Andrew Wiggins,0.68,-1.04,-0.36,2019
Damion Lee,-0.08,-0.29,-0.37,2019
Gerald Green,1.37,-1.77,-0.4,2019
Nick Young,1.26,-1.66,-0.4,2019
Guerschon Yabusele,-0.34,-0.08,-0.41,2019
Shaun Livingston,-0.4,-0.03,-0.43,2019
Taurean Prince,0.63,-1.09,-0.45,2019
Trevor Ariza,0.03,-0.5,-0.46,2019
Tristan Thompson,-0.04,-0.44,-0.47,2019
Ron Baker,-1.31,0.83,-0.48,2019
Terrance Ferguson,0.1,-0.57,-0.48,2019
Georges Niang,0.72,-1.2,-0.48,2019
Alex Len,-0.28,-0.2,-0.48,2019
Jarell Martin,-0.55,0.06,-0.5,2019
Sam Dekker,0.35,-0.86,-0.51,2019
Wilson Chandler,0.4,-0.91,-0.51,2019
John Henson,-1.01,0.5,-0.51,2019
Iman Shumpert,-0.13,-0.41,-0.54,2019
Julian Washburn,-1.45,0.9,-0.54,2019
Garrett Temple,-1.01,0.46,-0.55,2019
Cedi Osman,1.15,-1.7,-0.55,2019
Gorgui Dieng,-0.27,-0.3,-0.56,2019
Austin Rivers,0.71,-1.28,-0.57,2019
Kris Dunn,-0.09,-0.48,-0.57,2019
OG Anunoby,-0.7,0.12,-0.57,2019
Rodney Hood,0.44,-1.02,-0.58,2019
Tyler Johnson,-0.16,-0.42,-0.58,2019
Tyler Cavanaugh,0.52,-1.1,-0.58,2019
Jerian Grant,-0.59,-0.02,-0.6,2019
Henry Ellenson,-0.54,-0.09,-0.63,2019
Isaiah Briscoe,-1.57,0.93,-0.65,2019
Tim Frazier,0.12,-0.77,-0.65,2019
Alex Abrines,-0.51,-0.14,-0.65,2019
Justin Jackson,0,-0.66,-0.66,2019
Jaron Blossomgame,-0.66,0,-0.67,2019
Meyers Leonard,1.03,-1.7,-0.67,2019
Dragan Bender,-1.29,0.59,-0.7,2019
Allen Crabbe,-0.46,-0.25,-0.71,2019
Lorenzo Brown,-1.83,1.08,-0.75,2019
Shaquille Harrison,-0.83,0.06,-0.77,2019
Markelle Fultz,-1.59,0.82,-0.77,2019
Shake Milton,-0.25,-0.53,-0.78,2019
Will Barton,-0.11,-0.72,-0.83,2019
Ivan Rabb,-0.23,-0.61,-0.83,2019
Deyonta Davis,-0.6,-0.26,-0.86,2019
Okaro White,-1.28,0.39,-0.89,2019
Rondae Hollis-Jefferson,-2.04,1.15,-0.89,2019
Tony Snell,0.39,-1.29,-0.9,2019
Willy Hernangomez,0.73,-1.63,-0.9,2019
Marco Belinelli,1.05,-1.96,-0.91,2019
Wes Iwundu,-1.6,0.69,-0.91,2019
Wendell Carter Jr.,-2.41,1.5,-0.91,2019
Jevon Carter,-1.13,0.22,-0.91,2019
JaMychal Green,-0.43,-0.48,-0.91,2019
Norman Powell,0.04,-0.95,-0.92,2019
Troy Brown Jr.,-0.12,-0.81,-0.93,2019
DeAndre' Bembry,-0.86,-0.08,-0.93,2019
Tyler Dorsey,0.17,-1.11,-0.94,2019
Gary Payton II,-0.83,-0.13,-0.96,2019
Kent Bazemore,-1.11,0.15,-0.96,2019
Tyler Ulis,-0.45,-0.52,-0.96,2019
Jordan McRae,0.48,-1.45,-0.97,2019
Gary Clark,0.16,-1.13,-0.97,2019
Semi Ojeleye,-1.16,0.19,-0.97,2019
Jeremy Lin,-0.83,-0.15,-0.98,2019
Terry Rozier,-0.93,-0.05,-0.98,2019
Trey Lyles,-0.79,-0.2,-0.99,2019
Chandler Hutchison,-1.65,0.64,-1.01,2019
Jodie Meeks,0.49,-1.5,-1.01,2019
Marvin Bagley III,0.49,-1.52,-1.03,2019
Jabari Parker,-0.17,-0.87,-1.04,2019
Jordan Clarkson,1.48,-2.56,-1.08,2019
Quincy Pondexter,-0.81,-0.27,-1.09,2019
Jordan Bell,-1.31,0.19,-1.11,2019
C.J. Williams,-0.48,-0.64,-1.12,2019
Dennis Smith Jr.,-1.26,0.14,-1.13,2019
Jahlil Okafor,-0.71,-0.43,-1.14,2019
Jaylen Adams,-0.37,-0.83,-1.2,2019
Avery Bradley,-1.17,-0.05,-1.22,2019
James Ennis III,-0.4,-0.84,-1.24,2019
Rajon Rondo,-1.22,-0.03,-1.25,2019
Terrence Jones,-1.31,0.05,-1.26,2019
Jon Leuer,-1.89,0.6,-1.28,2019
Troy Daniels,0.82,-2.1,-1.28,2019
Devonte' Graham,0,-1.29,-1.28,2019
Omari Spellman,-0.49,-0.81,-1.3,2019
Markieff Morris,-0.73,-0.58,-1.31,2019
Ryan Anderson,-1.47,0.15,-1.32,2019
Dante Cunningham,-1.18,-0.14,-1.32,2019
T.J. McConnell,-0.55,-0.8,-1.35,2019
Jalen Jones,0.22,-1.59,-1.37,2019
Cam Reynolds,0.63,-2.01,-1.38,2019
Michael Beasley,0.05,-1.43,-1.38,2019
JR Smith,-0.25,-1.14,-1.39,2019
Justin Anderson,-0.61,-0.78,-1.4,2019
Keita Bates-Diop,-1.13,-0.27,-1.4,2019
Lance Stephenson,0.23,-1.63,-1.4,2019
Tony Parker,-0.11,-1.31,-1.41,2019
Stanley Johnson,-2.72,1.27,-1.45,2019
Sterling Brown,-1.23,-0.22,-1.45,2019
Greg Monroe,-1.24,-0.23,-1.47,2019
Frank Mason III,-0.1,-1.41,-1.5,2019
Alfonzo McKinnie,-0.49,-1.01,-1.51,2019
Troy Williams,-0.72,-0.81,-1.53,2019
Svi Mykhailiuk,-1.05,-0.5,-1.54,2019
Patrick McCaw,-1.4,-0.17,-1.56,2019
Miles Plumlee,-2.08,0.5,-1.58,2019
Alex Poythress,-0.58,-1,-1.58,2019
Skal Labissiere,-0.52,-1.07,-1.59,2019
Dillon Brooks,-0.95,-0.65,-1.6,2019
Mike Scott,-0.63,-0.97,-1.61,2019
Isaiah Canaan,-0.28,-1.34,-1.62,2019
Thon Maker,-1.37,-0.27,-1.64,2019
Cameron Payne,-0.68,-0.97,-1.65,2019
Frank Ntilikina,-1.9,0.25,-1.65,2019
Matthew Dellavedova,-0.06,-1.67,-1.73,2019
Chandler Parsons,-1.1,-0.67,-1.77,2019
Carmelo Anthony,0.42,-2.19,-1.77,2019
Dwyane Wade,-0.52,-1.27,-1.79,2019
Dirk Nowitzki,-0.76,-1.04,-1.8,2019
Glenn Robinson III,-1.82,0.02,-1.8,2019
Harry Giles III,-1.62,-0.19,-1.81,2019
Kosta Koufos,-2.3,0.49,-1.81,2019
Evan Turner,-1.53,-0.29,-1.82,2019
Jerome Robinson,-0.56,-1.27,-1.83,2019
Tyrone Wallace,-1.74,-0.11,-1.84,2019
Chasson Randle,0.18,-2.02,-1.84,2019
Hamidou Diallo,-1.31,-0.54,-1.86,2019
Mario Hezonja,-1.56,-0.35,-1.91,2019
Shelvin Mack,-0.93,-0.98,-1.91,2019
Udonis Haslem,-3.34,1.36,-1.98,2019
Donatas Motiejunas,-2.36,0.36,-2,2019
Alec Burks,-0.16,-1.85,-2.01,2019
Ben McLemore,-0.99,-1.02,-2.01,2019
Patrick Patterson,-1.27,-0.79,-2.06,2019
Wesley Johnson,-1.81,-0.27,-2.08,2019
Sindarius Thornwell,-2.59,0.51,-2.08,2019
Emmanuel Mudiay,0.03,-2.13,-2.1,2019
Malik Monk,0.29,-2.4,-2.12,2019
Timothe Luwawu-Cabarrot,-1.57,-0.65,-2.23,2019
Solomon Hill,-1.68,-0.57,-2.25,2019
Moritz Wagner,-2.06,-0.22,-2.28,2019
Jose Calderon,-1.82,-0.47,-2.29,2019
Brandon Knight,-0.32,-1.98,-2.31,2019
Ian Clark,-0.6,-1.73,-2.33,2019
Quinn Cook,0.48,-2.82,-2.34,2019
Johnathan Motley,-0.91,-1.43,-2.34,2019
Allonzo Trier,-0.78,-1.57,-2.36,2019
Elie Okobo,-1.27,-1.09,-2.36,2019
Jonathon Simmons,-1.76,-0.61,-2.37,2019
Bismack Biyombo,-2.25,-0.19,-2.44,2019
Mo Bamba,-2.49,0.02,-2.47,2019
Josh Jackson,-2.54,0.06,-2.48,2019
Frank Jackson,-0.76,-1.75,-2.51,2019
Jason Smith,-1.98,-0.58,-2.56,2019
Lance Thomas,-2.24,-0.32,-2.56,2019
Channing Frye,0.25,-2.84,-2.59,2019
Jawun Evans,-2.42,-0.17,-2.59,2019
Nik Stauskas,-0.83,-1.85,-2.68,2019
Jemerrio Jones,-1.28,-1.46,-2.74,2019
Davon Reed,-2.28,-0.55,-2.84,2019
Malachi Richardson,-1.93,-0.95,-2.89,2019
Deonte Burton,-1.84,-1.12,-2.96,2019
Isaiah Hartenstein,-1.29,-1.68,-2.96,2019
Wayne Selden,-1.21,-1.79,-3,2019
Yuta Watanabe,-1.21,-1.81,-3.02,2019
Abdel Nader,-2.17,-0.86,-3.03,2019
RJ Hunter,-1.32,-1.72,-3.04,2019
Kobi Simmons,-1.5,-1.58,-3.09,2019
Zhaire Smith,-0.97,-2.15,-3.12,2019
Isaac Bonga,-1.62,-1.53,-3.15,2019
John Jenkins,-0.83,-2.32,-3.15,2019
PJ Dozier,-1.34,-1.82,-3.16,2019
Amile Jefferson,-1.06,-2.14,-3.2,2019
Caleb Swanigan,-4.12,0.92,-3.21,2019
Theo Pinson,-1.83,-1.4,-3.24,2019
Cristiano Felicio,-1.69,-1.58,-3.27,2019
Brandon Sampson,-1.08,-2.21,-3.29,2019
Andre Ingram,-1.48,-1.82,-3.3,2019
Tahjere McCall,-1.4,-1.91,-3.31,2019
Collin Sexton,-0.04,-3.28,-3.31,2019
Brandon Goodwin,-1.38,-1.94,-3.32,2019
Daniel Hamilton,-1.5,-1.82,-3.32,2019
Dzanan Musa,-1.5,-1.85,-3.34,2019
Rawle Alkins,-1.27,-2.09,-3.36,2019
Emanuel Terry,-1.37,-2,-3.37,2019
J.P. Macura,-1.53,-1.85,-3.38,2019
Jarred Vanderbilt,-1.69,-1.7,-3.38,2019
Malcolm Miller,-1.39,-1.99,-3.39,2019
