Player,Offense,Defense,Ovr,Season
Metta World Peace,-1.58,-0.3,-1.88,2016
Wayne Ellington,-1.14,-0.75,-1.89,2016
Bryce Dejean-Jones,-0.99,-0.91,-1.9,2016
Jordan Mickey,-1.12,-0.79,-1.91,2016
Nazr Mohammed,-1.11,-0.82,-1.93,2016
Willie Reed,-1.19,-0.74,-1.93,2016
Eric Moreland,-0.93,-1,-1.93,2016
Chris Andersen,-1.33,-0.61,-1.93,2016
Marreese Speights,-1.5,-0.44,-1.94,2016
Shabazz Napier,-0.81,-1.13,-1.94,2016
Elton Brand,-1.61,-0.33,-1.94,2016
Nik Stauskas,-0.84,-1.1,-1.94,2016
Coty Clarke,-0.9,-1.05,-1.95,2016
Luke Babbitt,0.06,-2.02,-1.96,2016
Noah Vonleh,-2.35,0.38,-1.97,2016
Jerian Grant,-1.31,-0.68,-1.99,2016
Aaron Harrison,-1.09,-0.91,-2,2016
Shayne Whittington,-1.05,-0.97,-2.01,2016
Jimmer Fredette,-0.75,-1.27,-2.02,2016
Caron Butler,-1.14,-0.88,-2.02,2016
Cleanthony Early,-1.65,-0.38,-2.03,2016
Sasha Kaun,-1.26,-0.78,-2.04,2016
Ian Clark,-0.39,-1.65,-2.04,2016
Nikola Pekovic,-1.13,-0.92,-2.04,2016
Sam Dekker,-1,-1.06,-2.06,2016
Jodie Meeks,-1.04,-1.03,-2.07,2016
Gary Neal,0.11,-2.18,-2.07,2016
Thanasis Antetokounmpo,-0.98,-1.1,-2.08,2016
Duje Dukan,-1.03,-1.05,-2.08,2016
Alex Stepheson,-1.22,-0.88,-2.1,2016
Jason Thompson,-0.88,-1.22,-2.1,2016
Cliff Alexander,-1.11,-1,-2.11,2016
JJ O'Brien,-1.09,-1.04,-2.13,2016
Jabari Parker,-0.64,-1.48,-2.13,2016
Charlie Villanueva,-0.97,-1.16,-2.14,2016
Sonny Weems,-1.36,-0.78,-2.14,2016
Tibor Pleiss,-1.06,-1.09,-2.15,2016
Cameron Bairstow,-1.32,-0.83,-2.16,2016
Thomas Robinson,-2.36,0.21,-2.16,2016
Rakeem Christmas,-0.98,-1.17,-2.16,2016
Edy Tavares,-0.89,-1.27,-2.16,2016
Jordan Farmar,-0.95,-1.23,-2.18,2016
Tyler Zeller,-2.41,0.23,-2.18,2016
Zach LaVine,0.31,-2.5,-2.19,2016
Jorge Gutierrez,-1.14,-1.06,-2.2,2016
Orlando Johnson,-1.11,-1.1,-2.21,2016
Damien Inglis,-1.47,-0.74,-2.21,2016
Brian Roberts,-1.18,-1.03,-2.21,2016
Tayshaun Prince,-2.15,-0.06,-2.21,2016
Kevon Looney,-0.95,-1.27,-2.22,2016
Brandon Rush,-0.65,-1.57,-2.23,2016
Mitch McGary,-1.05,-1.18,-2.23,2016
Hollis Thompson,-0.5,-1.75,-2.24,2016
Branden Dawson,-1.05,-1.22,-2.27,2016
Lorenzo Brown,-0.91,-1.36,-2.27,2016
RJ Hunter,-1.96,-0.31,-2.27,2016
Bryce Cotton,-0.94,-1.34,-2.28,2016
Jared Cunningham,-1.09,-1.19,-2.29,2016
Erick Green,-1.07,-1.22,-2.29,2016
Kobe Bryant,0.39,-2.69,-2.3,2016
Ty Lawson,-1.06,-1.25,-2.3,2016
Russ Smith,-1.38,-0.92,-2.31,2016
DeJuan Blair,-1.27,-1.04,-2.31,2016
