Player,OffenseMamba,DefenseMamba,Mamba,Season
Edmond Sumner,1.319,-0.889,0.43,2023
Justise Winslow,-0.8,1.356,0.555,2023
Dalen Terry,0.01,0.494,0.503,2023
Kelly Oubre Jr.,1.052,-0.659,0.393,2023
Luke Kornet,0.726,-0.342,0.384,2023
Luka Garza,3.149,-2.911,0.238,2023
Luka Samanic,-0.447,0.896,0.449,2023
Josh Richardson,1.066,-0.723,0.343,2023
Naz Reid,0.211,0.178,0.39,2023
Paolo Banchero,1.085,-0.77,0.315,2023
Reggie Jackson,0.173,0.196,0.37,2023
Jalen Johnson,0.212,0.132,0.344,2023
Saben Lee,0.213,0.121,0.333,2023
Andrew Nembhard,0.934,-0.648,0.286,2023
Stanley Johnson,1.497,-1.283,0.214,2023
Cory Joseph,2.336,-2.178,0.158,2023
Talen Horton-Tucker,0.446,-0.192,0.253,2023
Trey Lyles,1.653,-1.509,0.144,2023
Corey Kispert,2.522,-2.443,0.08,2023
Pat Connaughton,1.127,-0.977,0.15,2023
Jonas Valanciunas,0.323,-0.127,0.197,2023
Kira Lewis Jr.,0.59,-0.422,0.168,2023
Jamal Cain,1.309,-1.185,0.124,2023
Aaron Holiday,0.193,-0.002,0.19,2023
Anthony Gill,1.136,-1.054,0.082,2023
Deandre Ayton,-0.388,0.536,0.148,2023
Chimezie Metu,0.21,-0.108,0.102,2023
Jarred Vanderbilt,1.008,-0.957,0.051,2023
Khem Birch,-0.327,0.435,0.109,2023
Taurean Prince,0.59,-0.554,0.036,2023
AJ Green,2.111,-2.173,-0.062,2023
De'Andre Hunter,0.296,-0.25,0.046,2023
Georges Niang,1.256,-1.27,-0.015,2023
John Wall,0.776,-0.774,0.002,2023
Grant Williams,0.656,-0.648,0.008,2023
Marvin Bagley III,0.437,-0.429,0.008,2023
Jonathan Kuminga,0.164,-0.146,0.018,2023
Isaiah Stewart,-0.532,0.589,0.057,2023
Bismack Biyombo,-1.3,1.401,0.102,2023
Isaiah Livers,1.027,-1.069,-0.042,2023
Marcus Morris Sr.,0.549,-0.591,-0.042,2023
Jalen Green,1.675,-1.795,-0.121,2023
Matthew Dellavedova,0.285,-0.336,-0.051,2023
P.J. Tucker,-0.655,0.657,0.002,2023
Jalen Duren,0.578,-0.651,-0.073,2023
Josh Giddey,0.208,-0.265,-0.057,2023
Dean Wade,-1.165,1.122,-0.043,2023
Aaron Nesmith,0.894,-1.088,-0.194,2023
Aaron Wiggins,0.809,-1.01,-0.2,2023
Ousmane Dieng,0.018,-0.204,-0.185,2023
Ryan Arcidiacono,-1.27,1.15,-0.119,2023
Isaiah Jackson,-0.309,0.1,-0.209,2023
Joe Harris,1.329,-1.676,-0.347,2023
Damion Lee,0.54,-0.845,-0.305,2023
Naji Marshall,0.762,-1.093,-0.331,2023
Jaden Hardy,1.545,-1.928,-0.383,2023
Christian Wood,1.525,-1.915,-0.39,2023
Drew Eubanks,0.232,-0.546,-0.314,2023
Torrey Craig,0.618,-0.982,-0.364,2023
Troy Brown Jr.,0.813,-1.207,-0.394,2023
McKinley Wright IV,0.923,-1.326,-0.403,2023
Dario Saric,1.145,-1.562,-0.417,2023
Rudy Gay,-0.737,0.431,-0.306,2023
Ty Jerome,1.533,-1.989,-0.456,2023
Bruno Fernando,-0.332,-0.013,-0.345,2023
Alex Len,-1.395,1.1,-0.296,2023
RJ Barrett,0.534,-0.946,-0.412,2023
Usman Garuba,-0.053,-0.33,-0.384,2023
Jeremiah Robinson-Earl,0.704,-1.142,-0.438,2023
Nerlens Noel,-2.47,2.196,-0.274,2023
Ayo Dosunmu,-0.702,0.27,-0.431,2023
Dyson Daniels,-1.365,0.971,-0.394,2023
Boban Marjanovic,0.232,-0.723,-0.491,2023
Moses Moody,0.503,-1.019,-0.516,2023
Max Strus,1.385,-1.959,-0.574,2023
Jeremy Sochan,-0.08,-0.421,-0.5,2023
Markieff Morris,0.249,-0.799,-0.55,2023
Kenneth Lofton Jr.,1.842,-2.491,-0.648,2023
Jaxson Hayes,-0.695,0.198,-0.498,2023
Kai Jones,-1.524,1.068,-0.456,2023
Dewayne Dedmon,-0.847,0.339,-0.508,2023
Julian Champagnie,1.962,-2.641,-0.679,2023
Oshae Brissett,1.018,-1.674,-0.657,2023
James Johnson,-0.862,0.298,-0.564,2023
Jaylen Nowell,1.951,-2.689,-0.737,2023
Collin Sexton,1.442,-2.16,-0.718,2023
TyTy Washington Jr.,-0.646,0.051,-0.595,2023
Seth Curry,1.088,-1.811,-0.723,2023
KZ Okpala,-0.97,0.365,-0.606,2023
Chris Duarte,-0.273,-0.397,-0.67,2023
Serge Ibaka,0.002,-0.697,-0.695,2023
Rui Hachimura,-0.534,-0.133,-0.667,2023
Frank Ntilikina,-0.885,0.239,-0.647,2023
Yuta Watanabe,1.065,-1.858,-0.792,2023
Payton Pritchard,0.088,-0.872,-0.784,2023
Tre Mann,-0.166,-0.612,-0.778,2023
Day'Ron Sharpe,0.389,-1.206,-0.817,2023
Romeo Langford,-0.742,-0.094,-0.836,2023
Kevon Harris,-0.513,-0.361,-0.874,2023
Zeke Nnaji,-0.861,-0.01,-0.87,2023
Derrick Rose,-0.977,0.113,-0.864,2023
Admiral Schofield,0.323,-1.284,-0.961,2023
Danuel House Jr.,0.929,-1.927,-0.998,2023
Terry Taylor,-0.24,-0.711,-0.951,2023
Bol Bol,-1.228,0.324,-0.904,2023
Wesley Matthews,0.138,-1.127,-0.989,2023
Nick Richards,0.834,-1.866,-1.032,2023
Duncan Robinson,0.844,-1.884,-1.04,2023
Udoka Azubuike,-1.311,0.393,-0.919,2023
Bennedict Mathurin,0.989,-2.075,-1.086,2023
Cody Zeller,0.549,-1.617,-1.068,2023
Malik Beasley,1.198,-2.314,-1.116,2023
Aleksej Pokusevski,-1.362,0.389,-0.974,2023
Duane Washington Jr.,0.49,-1.587,-1.097,2023
Willy Hernangomez,0.61,-1.737,-1.126,2023
Patrick Williams,-0.971,-0.075,-1.046,2023
Christian Braun,-0.644,-0.471,-1.115,2023
Haywood Highsmith,-1.809,0.759,-1.049,2023
Goran Dragic,1.49,-2.752,-1.262,2023
Maxi Kleber,-0.916,-0.247,-1.163,2023
Jabari Smith Jr.,0.031,-1.252,-1.221,2023
T.J. Warren,0.1,-1.327,-1.227,2023
Jaylin Williams,-0.058,-1.177,-1.235,2023
Dominick Barlow,-0.931,-0.257,-1.188,2023
Damian Jones,-1.459,0.296,-1.163,2023
Thomas Bryant,1.364,-2.73,-1.365,2023
Thaddeus Young,-0.061,-1.255,-1.316,2023
Jared Rhoden,-0.906,-0.375,-1.28,2023
Precious Achiuwa,-0.123,-1.219,-1.341,2023
Vlatko Cancar,0.23,-1.599,-1.369,2023
Killian Hayes,-0.479,-0.871,-1.35,2023
Juan Toscano-Anderson,-0.964,-0.402,-1.366,2023
Lamar Stevens,-1.058,-0.306,-1.364,2023
Shaedon Sharpe,0.972,-2.458,-1.487,2023
Garrett Temple,-0.947,-0.428,-1.375,2023
Patrick Baldwin Jr.,0.996,-2.554,-1.558,2023
Nassir Little,0.522,-2.058,-1.536,2023
Taj Gibson,-0.582,-0.916,-1.498,2023
Moussa Diabate,-1.276,-0.207,-1.482,2023
Malachi Flynn,0.621,-2.222,-1.601,2023
Theo Maledon,0.395,-1.987,-1.592,2023
Matt Ryan,0.919,-2.561,-1.642,2023
Sandro Mamukelashvili,0.702,-2.36,-1.658,2023
Kendrick Nunn,0.671,-2.39,-1.719,2023
Trendon Watford,0.376,-2.081,-1.704,2023
Brandon Boston Jr.,-0.718,-0.958,-1.676,2023
Vit Krejci,-0.627,-1.11,-1.737,2023
Amir Coffey,-0.056,-1.738,-1.794,2023
Terrence Ross,1.051,-2.918,-1.867,2023
Orlando Robinson,-0.404,-1.377,-1.781,2023
Norman Powell,0.885,-2.75,-1.864,2023
Cam Thomas,0.464,-2.317,-1.853,2023
Jericho Sims,-1.009,-0.821,-1.83,2023
Doug McDermott,1.57,-3.622,-2.052,2023
JaMychal Green,0.221,-2.208,-1.987,2023
Max Christie,-1.276,-0.626,-1.902,2023
Theo Pinson,1.566,-3.702,-2.135,2023
Austin Rivers,0.433,-2.501,-2.068,2023
John Butler Jr.,-1.597,-0.358,-1.955,2023
Jaden Ivey,0.137,-2.204,-2.067,2023
James Bouknight,-1.581,-0.46,-2.041,2023
Jeff Green,-0.872,-1.232,-2.104,2023
David Duke Jr.,-1.796,-0.254,-2.05,2023
Furkan Korkmaz,-1.407,-0.677,-2.084,2023
Patty Mills,0.727,-3.04,-2.313,2023
Jake LaRavia,-1.318,-0.895,-2.213,2023
Kevin Knox II,-0.659,-1.598,-2.257,2023
Peyton Watson,-0.991,-1.273,-2.265,2023
Caleb Houstan,-0.091,-2.246,-2.337,2023
Evan Fournier,-0.963,-1.354,-2.316,2023
Nikola Jovic,0.214,-2.611,-2.397,2023
Kennedy Chandler,-0.549,-1.807,-2.356,2023
David Roddy,-0.606,-1.754,-2.36,2023
Ziaire Williams,-1.464,-0.867,-2.331,2023
Mamadi Diakite,-2.328,-0.016,-2.344,2023
Trent Forrest,-2.133,-0.246,-2.379,2023
Ish Smith,-1.008,-1.477,-2.485,2023
Chuma Okeke,-1.597,-0.87,-2.467,2023
Darius Bazley,-2.557,0.111,-2.446,2023
Lonnie Walker IV,-0.114,-2.48,-2.594,2023
Bryn Forbes,-0.448,-2.135,-2.583,2023
MarJon Beauchamp,-1.049,-1.554,-2.603,2023
Dru Smith,-1.546,-1.064,-2.609,2023
Jabari Walker,-1.148,-1.522,-2.67,2023
Juancho Hernangomez,-0.085,-2.666,-2.752,2023
DeAndre Jordan,-1.584,-1.134,-2.718,2023
Johnny Davis,-2.133,-0.554,-2.687,2023
Malaki Branham,0.031,-2.972,-2.941,2023
Wendell Moore Jr.,-1.518,-1.402,-2.92,2023
Bryce McGowens,-1.524,-1.419,-2.943,2023
Gorgui Dieng,-0.871,-2.142,-3.013,2023
Cam Reddish,-1.122,-1.885,-3.006,2023
Davon Reed,-2.044,-1.03,-3.075,2023
Daishen Nix,-1.616,-1.552,-3.168,2023
R.J. Hampton,-0.785,-2.46,-3.245,2023
Justin Holiday,-1.535,-1.676,-3.211,2023
Thanasis Antetokounmpo,-2.027,-1.22,-3.247,2023
Jordan Nwora,0.541,-3.969,-3.428,2023
JT Thor,-1.909,-1.404,-3.314,2023
Robin Lopez,-2.053,-1.323,-3.376,2023
Noah Vonleh,-2.986,-0.487,-3.473,2023
Isaiah Roby,-1.941,-1.612,-3.553,2023
Will Barton,-1.345,-2.248,-3.593,2023
Richaun Holmes,-2.101,-1.554,-3.654,2023
Keon Johnson,-0.887,-3.011,-3.898,2023
Josh Christopher,-1.142,-3.009,-4.151,2023
JaVale McGee,-2.592,-1.829,-4.421,2023
Johnny Juzang,-1.185,-3.371,-4.556,2023
Simone Fontecchio,-0.989,-3.616,-4.605,2023
James Wiseman,-1.261,-3.662,-4.923,2023
Blake Wesley,-3.588,-1.801,-5.39,2023
Nikola Jokic,8.731,1.468,10.199,2024
Joel Embiid,6.869,3.312,10.181,2024
Shai Gilgeous-Alexander,7.903,1.76,9.663,2024
Luka Doncic,8.512,1.103,9.615,2024
LeBron James,6.712,1.831,8.543,2024
Giannis Antetokounmpo,7.07,1.395,8.464,2024
Jalen Brunson,7.969,0.138,8.107,2024
Donovan Mitchell,6.281,1.677,7.958,2024
Paul George,4.961,2.817,7.777,2024
Kawhi Leonard,5.684,1.972,7.656,2024
Tyrese Haliburton,8.529,-1.182,7.347,2024
Damian Lillard,6.775,0.311,7.086,2024
Devin Booker,7.81,-0.82,6.99,2024
Anthony Davis,3.174,3.598,6.771,2024
Kyrie Irving,6.436,0.133,6.569,2024
Tyrese Maxey,6.777,-0.49,6.287,2024
Derrick White,4.31,2.034,6.344,2024
Draymond Green,1.392,5.079,6.471,2024
Jimmy Butler,5.669,0.504,6.172,2024
Jayson Tatum,6.012,0.138,6.15,2024
Kristaps Porzingis,3.642,2.592,6.233,2024
Fred VanVleet,5.154,0.978,6.132,2024
Lauri Markkanen,5.888,0.156,6.044,2024
Franz Wagner,3.436,2.732,6.168,2024
Victor Wembanyama,1.361,4.92,6.281,2024
Stephen Curry,6.71,-0.805,5.905,2024
Kevin Durant,4.764,1.088,5.852,2024
Anthony Edwards,4.899,0.92,5.819,2024
Jonathan Isaac,2.075,3.807,5.882,2024
James Harden,6.203,-0.569,5.633,2024
Chet Holmgren,3.607,2.157,5.764,2024
De'Aaron Fox,5.112,0.549,5.662,2024
OG Anunoby,2.385,3.395,5.78,2024
Herbert Jones,2.619,2.823,5.442,2024
Desmond Bane,4.755,0.402,5.157,2024
Alex Caruso,1.696,3.644,5.34,2024
Mike Conley,4.206,0.73,4.935,2024
Domantas Sabonis,3.355,1.483,4.837,2024
Jamal Murray,5.165,-0.512,4.653,2024
Isaiah Hartenstein,2.149,2.555,4.704,2024
Bogdan Bogdanovic,4.475,0.058,4.533,2024
T.J. McConnell,4.833,-0.332,4.502,2024
Trae Young,6.09,-1.698,4.393,2024
Rudy Gobert,1.008,3.622,4.629,2024
Tre Jones,3.783,0.635,4.417,2024
Jrue Holiday,2.715,1.676,4.392,2024
Jordan McLaughlin,2.797,1.576,4.373,2024
Immanuel Quickley,3.898,0.397,4.295,2024
Ja Morant,5.074,-0.877,4.196,2024
Kevin Love,3.686,0.502,4.188,2024
Scotty Pippen Jr.,1.593,2.541,4.134,2024
Jusuf Nurkic,0.874,3.301,4.175,2024
Jarrett Allen,2.774,1.261,4.035,2024
Myles Turner,2.561,1.473,4.034,2024
Neemias Queta,2.346,1.643,3.989,2024
Jalen Williams,3.409,0.439,3.848,2024
Jose Alvarado,2.695,1.183,3.878,2024
Aaron Gordon,2.23,1.67,3.9,2024
Trey Murphy III,3.057,0.723,3.78,2024
Collin Sexton,5.797,-2.284,3.513,2024
Pascal Siakam,3.908,-0.305,3.603,2024
D'Angelo Russell,4.14,-0.578,3.562,2024
Brandin Podziemski,3.033,0.586,3.619,2024
Jalen Suggs,1.718,1.948,3.667,2024
Sam Merrill,3.742,-0.199,3.543,2024
Karl-Anthony Towns,2.938,0.627,3.565,2024
CJ McCollum,4.571,-1.109,3.462,2024
Khris Middleton,2.96,0.592,3.552,2024
Kris Dunn,2.776,0.742,3.518,2024
LaMelo Ball,4.984,-1.615,3.368,2024
Alperen Sengun,2.776,0.707,3.483,2024
Svi Mykhailiuk,2.975,0.481,3.455,2024
Clint Capela,1.359,2.165,3.524,2024
Coby White,4.936,-1.636,3.3,2024
Robert Covington,0.684,2.864,3.548,2024
Jock Landale,1.609,1.843,3.452,2024
Obi Toppin,3.977,-0.674,3.303,2024
Marcus Smart,0.433,3.061,3.494,2024
Tari Eason,1.469,1.947,3.416,2024
Brook Lopez,0.751,2.679,3.429,2024
Luke Kornet,1.985,1.341,3.326,2024
Daniel Gafford,1.631,1.715,3.346,2024
Keegan Murray,2.485,0.748,3.233,2024
Sam Hauser,3.338,-0.175,3.164,2024
Kentavious Caldwell-Pope,2.016,1.227,3.243,2024
Dante Exum,3.772,-0.635,3.137,2024
Chris Paul,2.972,0.198,3.17,2024
Tyler Herro,3.354,-0.223,3.131,2024
Zion Williamson,3.102,0.023,3.125,2024
Delon Wright,2.23,0.938,3.168,2024
DeMar DeRozan,3.848,-0.788,3.06,2024
Amen Thompson,1.259,1.903,3.162,2024
Max Strus,2.167,0.932,3.098,2024
Dean Wade,0.814,2.343,3.157,2024
Jaren Jackson Jr.,0.823,2.326,3.149,2024
Jakob Poeltl,1.212,1.9,3.112,2024
Evan Mobley,0.371,2.728,3.1,2024
Cameron Johnson,2.908,0.018,2.926,2024
Nickeil Alexander-Walker,2.168,0.785,2.953,2024
Josh Hart,1.801,1.17,2.97,2024
Kevon Looney,1.936,1.013,2.949,2024
Payton Pritchard,4.964,-2.235,2.729,2024
Keon Ellis,1.503,1.422,2.925,2024
Dereck Lively II,2.026,0.861,2.887,2024
Scottie Barnes,2.362,0.498,2.859,2024
Bam Adebayo,0.142,2.821,2.963,2024
Donte DiVincenzo,3.736,-1.015,2.721,2024
Mikal Bridges,2.265,0.53,2.795,2024
Javonte Green,1.662,1.162,2.824,2024
Spencer Dinwiddie,3.448,-0.738,2.71,2024
Royce O'Neale,2.12,0.651,2.771,2024
Lindy Waters III,2.65,0.081,2.731,2024
Bol Bol,0.703,2.141,2.844,2024
Kevin Huerter,3.406,-0.732,2.674,2024
Jaylen Brown,2.618,0.071,2.689,2024
Gary Payton II,1.674,1.069,2.743,2024
Miles McBride,2.584,0.096,2.68,2024
Julius Randle,3.303,-0.666,2.636,2024
Grayson Allen,3.066,-0.418,2.648,2024
Nikola Jovic,1.774,0.878,2.652,2024
Brandon Ingram,3.135,-0.566,2.569,2024
De'Anthony Melton,2.612,-0.018,2.594,2024
Aaron Nesmith,2.168,0.438,2.605,2024
Al Horford,1.998,0.602,2.6,2024
Terry Rozier,3.366,-0.85,2.517,2024
Goga Bitadze,1.266,1.369,2.635,2024
Mark Williams,2.408,0.148,2.555,2024
Dejounte Murray,3.35,-0.89,2.46,2024
Jared Butler,2.518,-0.041,2.477,2024
Malcolm Brogdon,3.348,-0.923,2.424,2024
Chris Boucher,2.399,0.075,2.474,2024
Tyus Jones,4.662,-2.368,2.293,2024
Cade Cunningham,2.905,-0.509,2.396,2024
Monte Morris,2.545,-0.131,2.413,2024
Dennis Smith Jr.,0.55,1.978,2.528,2024
Darius Garland,2.647,-0.298,2.35,2024
Jalen Smith,3.477,-1.184,2.292,2024
Bradley Beal,2.767,-0.508,2.259,2024
Luguentz Dort,2.042,0.25,2.292,2024
Deni Avdija,1.432,0.834,2.267,2024
Michael Porter Jr.,3.337,-1.21,2.127,2024
Wendell Carter Jr.,1.016,1.245,2.261,2024
Jonathan Kuminga,1.838,0.369,2.207,2024
Vince Williams Jr.,1.583,0.601,2.184,2024
Paul Reed,1.529,0.63,2.159,2024
Aaron Wiggins,1.801,0.296,2.098,2024
Duop Reath,2.443,-0.393,2.05,2024
Ben Simmons,1.464,0.624,2.088,2024
Zach LaVine,1.867,0.186,2.053,2024
Tobias Harris,1.404,0.609,2.013,2024
Caris LeVert,2.207,-0.247,1.96,2024
Anfernee Simons,4.909,-3.118,1.79,2024
Kenrich Williams,1.42,0.574,1.994,2024
Dwight Powell,1.222,0.751,1.973,2024
Trayce Jackson-Davis,1.656,0.281,1.938,2024
Jalen Duren,1.285,0.674,1.96,2024
Joe Ingles,3.289,-1.451,1.838,2024
Dyson Daniels,1.252,0.705,1.957,2024
Nic Claxton,0.191,1.82,2.011,2024
Isaac Okoro,1.625,0.28,1.905,2024
Ivica Zubac,-0.505,2.538,2.033,2024
Isaiah Jackson,0.91,1.035,1.945,2024
Walker Kessler,0.406,1.545,1.951,2024
Austin Reaves,3.184,-1.406,1.778,2024
Dalen Terry,0.799,1.116,1.915,2024
Trevelin Queen,-0.619,2.605,1.986,2024
Nicolas Batum,1.734,0.045,1.778,2024
Andre Drummond,0.995,0.827,1.821,2024
Day'Ron Sharpe,1.453,0.317,1.77,2024
Isaiah Joe,2.963,-1.308,1.655,2024
Caleb Martin,1.122,0.642,1.765,2024
Isaiah Stewart,0.319,1.48,1.799,2024
Jalen Johnson,0.758,1.006,1.763,2024
Jordan Goodwin,1.231,0.504,1.735,2024
Moses Moody,1.114,0.611,1.725,2024
Kyle Lowry,0.673,1.07,1.743,2024
Naji Marshall,1.204,0.482,1.686,2024
Simone Fontecchio,1.519,0.135,1.654,2024
Duncan Robinson,2.444,-0.857,1.587,2024
Trey Lyles,2.45,-0.876,1.574,2024
Devin Vassell,2.127,-0.551,1.575,2024
Otto Porter Jr.,0.709,0.944,1.653,2024
Toumani Camara,-0.29,1.993,1.702,2024
Cason Wallace,0.967,0.653,1.62,2024
Cameron Payne,2.419,-0.895,1.524,2024
Alex Len,-0.098,1.765,1.668,2024
Sandro Mamukelashvili,1.337,0.217,1.554,2024
Deandre Ayton,-0.375,1.999,1.625,2024
Paolo Banchero,1.798,-0.332,1.465,2024
Aaron Holiday,1.92,-0.5,1.42,2024
Cody Martin,-0.5,2.057,1.557,2024
Julian Champagnie,1.096,0.359,1.455,2024
Dennis Schroder,2.399,-1.044,1.355,2024
Rui Hachimura,1.859,-0.487,1.372,2024
Klay Thompson,3.041,-1.74,1.3,2024
Marvin Bagley III,0.642,0.772,1.415,2024
Kelly Olynyk,2.522,-1.258,1.265,2024
Patrick Beverley,1.039,0.288,1.327,2024
P.J. Washington,1.127,0.164,1.291,2024
Buddy Hield,2.594,-1.401,1.193,2024
Jonas Valanciunas,1.28,-0.011,1.269,2024
Ausar Thompson,-0.629,2.012,1.383,2024
Dillon Brooks,0.415,0.896,1.311,2024
Collin Gillespie,0.591,0.689,1.281,2024
Moritz Wagner,2.136,-0.976,1.16,2024
Luke Kennard,3.32,-2.244,1.076,2024
Malik Monk,3.333,-2.26,1.073,2024
Josh Okogie,0.618,0.614,1.232,2024
Dorian Finney-Smith,0.617,0.595,1.212,2024
Jontay Porter,1.234,-0.064,1.171,2024
Naz Reid,0.525,0.667,1.192,2024
Russell Westbrook,1.549,-0.427,1.122,2024
Jevon Carter,0.814,0.317,1.131,2024
John Konchar,0.046,1.121,1.167,2024
Andrew Nembhard,0.908,0.185,1.093,2024
Matisse Thybulle,-0.039,1.187,1.148,2024
Jaylin Williams,0.632,0.455,1.087,2024
Derrick Jones Jr.,0.105,0.961,1.066,2024
Gary Harris,1.426,-0.443,0.984,2024
Kyle Anderson,0.509,0.51,1.019,2024
Thaddeus Young,1.386,-0.437,0.949,2024
Jaime Jaquez Jr.,1.458,-0.522,0.937,2024
Jae'Sean Tate,-1.073,2.151,1.078,2024
Miles Bridges,2.04,-1.153,0.887,2024
Charles Bassey,-0.11,1.119,1.009,2024
Larry Nance Jr.,0.628,0.301,0.929,2024
Devonte' Graham,1.688,-0.834,0.854,2024
Saddiq Bey,2.76,-2.02,0.741,2024
RJ Barrett,1.975,-1.201,0.774,2024
Johnny Juzang,2.168,-1.407,0.762,2024
Norman Powell,2.777,-2.052,0.725,2024
Jalen Green,2.593,-1.881,0.712,2024
Mason Plumlee,0.569,0.234,0.803,2024
Kenneth Lofton Jr.,1.564,-0.837,0.727,2024
Vasilije Micic,1.972,-1.275,0.697,2024
Dario Saric,2.031,-1.34,0.691,2024
Nikola Vucevic,0.86,-0.114,0.746,2024
Kelly Oubre Jr.,0.918,-0.176,0.742,2024
Sasha Vezenkov,1.624,-0.925,0.699,2024
Tre Mann,0.857,-0.116,0.741,2024
Terance Mann,2.306,-1.654,0.653,2024
Tristan Thompson,0.76,-0.032,0.728,2024
Keldon Johnson,2.241,-1.611,0.63,2024
Malik Beasley,1.355,-0.683,0.671,2024
Eric Gordon,1.738,-1.094,0.644,2024
AJ Green,1.813,-1.204,0.61,2024
Josh Giddey,0.777,-0.149,0.628,2024
De'Andre Hunter,1.439,-0.863,0.576,2024
Alec Burks,2.521,-2.061,0.46,2024
Brandon Miller,1.239,-0.715,0.524,2024
Davis Bertans,2.002,-1.525,0.478,2024
Jaden Ivey,1.205,-0.682,0.524,2024
Christian Braun,0.693,-0.145,0.548,2024
Santi Aldama,0.966,-0.469,0.497,2024
Saben Lee,0.388,0.138,0.526,2024
Cam Whitmore,1.898,-1.466,0.432,2024
Oshae Brissett,1.105,-0.637,0.468,2024
Eugene Omoruyi,0.492,0.01,0.502,2024
Craig Porter Jr.,1.45,-1.023,0.428,2024
Ayo Dosunmu,1.104,-0.663,0.441,2024
Haywood Highsmith,-0.248,0.751,0.503,2024
Xavier Tillman,-1.52,2.098,0.578,2024
Mitchell Robinson,-0.146,0.627,0.482,2024
Gordon Hayward,0.517,-0.095,0.422,2024
Maxi Kleber,-0.995,1.501,0.506,2024
Jerami Grant,1.591,-1.254,0.337,2024
Ricky Council IV,2.465,-2.221,0.244,2024
Onyeka Okongwu,1.758,-1.476,0.282,2024
Kris Murray,-0.187,0.581,0.394,2024
Bobby Portis,1.842,-1.574,0.268,2024
Talen Horton-Tucker,1.547,-1.267,0.281,2024
Ben Sheppard,1.861,-1.619,0.242,2024
Jacob Gilyard,2.245,-2.044,0.201,2024
Harrison Barnes,1.386,-1.15,0.236,2024
Jarace Walker,1.225,-1.008,0.217,2024
Garrison Mathews,1.029,-0.816,0.212,2024
Gabe Vincent,0.092,0.153,0.245,2024
Mo Bamba,-0.508,0.757,0.248,2024
Lonnie Walker IV,1.184,-1.06,0.124,2024
Jaden McDaniels,0.056,0.134,0.19,2024
JaVale McGee,-1.435,1.712,0.278,2024
Justin Holiday,0.635,-0.512,0.123,2024
Garrett Temple,-0.115,0.275,0.16,2024
Cole Anthony,1.503,-1.474,0.029,2024
Patrick Baldwin Jr.,-0.261,0.373,0.112,2024
Leaky Black,-0.116,0.211,0.095,2024
Terry Taylor,0.545,-0.501,0.044,2024
Jabari Smith Jr.,0.765,-0.759,0.005,2024
Kyle Kuzma,1.164,-1.183,-0.019,2024
Chimezie Metu,-0.752,0.84,0.088,2024
Peyton Watson,-0.718,0.796,0.078,2024
Christian Wood,-0.099,0.131,0.032,2024
John Collins,1.14,-1.21,-0.07,2024
Taylor Hendricks,0.494,-0.53,-0.036,2024
Cam Thomas,2.039,-2.188,-0.149,2024
Wesley Matthews,-0.15,0.109,-0.041,2024
Patrick Williams,0.047,-0.108,-0.061,2024
Lester Quinones,1.514,-1.675,-0.161,2024
Anthony Gill,1.064,-1.2,-0.136,2024
Skylar Mays,0.894,-1.04,-0.146,2024
Lamar Stevens,-0.714,0.65,-0.063,2024
Landry Shamet,1.294,-1.479,-0.185,2024
Cody Zeller,0.357,-0.493,-0.136,2024
Tim Hardaway Jr.,2.311,-2.573,-0.262,2024
Daniel Theis,0.218,-0.385,-0.166,2024
Marcus Sasser,1.573,-1.836,-0.263,2024
Grant Williams,0.805,-1.041,-0.236,2024
Ousmane Dieng,0.363,-0.585,-0.222,2024
Moses Brown,-0.664,0.482,-0.182,2024
Jeremy Sochan,-0.489,0.262,-0.227,2024
Bruce Brown,1.814,-2.22,-0.406,2024
Ashton Hagans,-1.086,0.829,-0.258,2024
Reggie Jackson,0.967,-1.354,-0.387,2024
Vit Krejci,1.442,-1.877,-0.435,2024
Jordan Clarkson,1.82,-2.301,-0.48,2024
Andrew Wiggins,0.303,-0.728,-0.425,2024
Damian Jones,-1.039,0.683,-0.357,2024
Jaylen Nowell,1.251,-1.749,-0.498,2024
Kessler Edwards,0.457,-0.913,-0.457,2024
Justin Champagnie,0.58,-1.057,-0.476,2024
Ochai Agbaji,-0.059,-0.382,-0.441,2024
Jae Crowder,-0.386,-0.035,-0.421,2024
Gary Trent Jr.,1.715,-2.284,-0.57,2024
Jake LaRavia,0.943,-1.469,-0.526,2024
Jamal Cain,-0.618,0.178,-0.44,2024
Trendon Watford,0.97,-1.513,-0.544,2024
Justin Minaya,-0.987,0.542,-0.445,2024
Gui Santos,1.817,-2.434,-0.617,2024
Jalen Wilson,0.884,-1.446,-0.563,2024
Seth Curry,-0.144,-0.361,-0.505,2024
Dominick Barlow,0.805,-1.382,-0.577,2024
Joe Harris,1.152,-1.757,-0.605,2024
Orlando Robinson,0.199,-0.776,-0.577,2024
Zach Collins,-0.252,-0.316,-0.568,2024
Jarred Vanderbilt,-0.475,-0.096,-0.571,2024
Quentin Grimes,0.053,-0.7,-0.648,2024
Micah Potter,-0.327,-0.319,-0.646,2024
Jordan Poole,0.694,-1.427,-0.734,2024
Caleb Houstan,1.422,-2.211,-0.789,2024
Patty Mills,0.075,-0.788,-0.713,2024
Precious Achiuwa,-0.423,-0.277,-0.701,2024
Matt Ryan,0.832,-1.638,-0.806,2024
Zeke Nnaji,-1.556,0.869,-0.686,2024
Josh Green,1.141,-1.989,-0.848,2024
Jaden Springer,-0.671,-0.107,-0.778,2024
