Player,OffenseMamba,DefenseMamba,Mamba,Season
Serge Ibaka,-0.543,1.604,1.061,2016
Joakim Noah,-1.223,2.292,1.069,2016
Darrell Arthur,-0.934,1.98,1.046,2016
Aaron Brooks,1.066,-0.168,0.898,2016
Tiago Splitter,-0.524,1.493,0.968,2016
Jared Sullinger,-1.005,1.992,0.987,2016
Langston Galloway,0.12,0.794,0.914,2016
Luc Mbah a Moute,-2.505,3.575,1.07,2016
Omri Casspi,1.365,-0.543,0.822,2016
Shelvin Mack,0.536,0.326,0.862,2016
Tony Parker,0.899,-0.068,0.831,2016
Elfrid Payton,0.081,0.794,0.875,2016
Mirza Teletovic,2.82,-2.119,0.702,2016
Montrezl Harrell,-0.454,1.344,0.89,2016
Zaza Pachulia,-1.373,2.317,0.944,2016
Tony Snell,-0.908,1.821,0.913,2016
Andrew Wiggins,0.985,-0.199,0.786,2016
Rajon Rondo,0.525,0.237,0.762,2016
Ian Mahinmi,-1.707,2.603,0.895,2016
Jerami Grant,-1.364,2.226,0.862,2016
Mason Plumlee,0.255,0.505,0.761,2016
Lavoy Allen,-0.236,1.023,0.787,2016
Rasual Butler,-0.218,0.99,0.772,2016
Tristan Thompson,0.421,0.291,0.712,2016
Tobias Harris,0.174,0.55,0.724,2016
Ish Smith,0.998,-0.329,0.669,2016
Trevor Booker,-0.468,1.13,0.663,2016
Michael Carter-Williams,-1.13,1.816,0.686,2016
Garrett Temple,-0.935,1.582,0.647,2016
Ben McLemore,-0.003,0.529,0.526,2016
Nene,-1.264,1.857,0.593,2016
Delon Wright,0.174,0.309,0.483,2016
Zach Randolph,1.118,-0.7,0.418,2016
Josh Richardson,0.309,0.122,0.431,2016
Jonas Jerebko,-0.239,0.7,0.461,2016
Jonas Valanciunas,0.179,0.254,0.433,2016
Boris Diaw,-0.208,0.658,0.45,2016
Josh McRoberts,-0.113,0.557,0.444,2016
Shaun Livingston,0.464,-0.073,0.391,2016
Dwyane Wade,0.498,-0.138,0.36,2016
T.J. McConnell,0.688,-0.344,0.343,2016
Justise Winslow,-1.608,2.076,0.468,2016
Nikola Vucevic,-0.479,0.872,0.393,2016
Jose Calderon,1.14,-0.849,0.291,2016
Wesley Johnson,-0.588,0.965,0.377,2016
Cole Aldrich,-1.824,2.273,0.45,2016
Vince Carter,0.689,-0.397,0.291,2016
Brandon Knight,0.91,-0.636,0.274,2016
Tim Hardaway Jr.,0.797,-0.531,0.266,2016
Brandon Bass,0.851,-0.623,0.228,2016
Corey Brewer,-0.326,0.621,0.295,2016
Lucas Nogueira,-1.347,1.703,0.356,2016
Gary Harris,1.087,-0.883,0.204,2016
J.J. Barea,2.137,-2.014,0.124,2016
Luis Scola,-0.596,0.88,0.284,2016
Donald Sloan,1.01,-0.822,0.188,2016
Kyle Anderson,-0.932,1.236,0.303,2016
Marcus Thornton,1.044,-0.865,0.179,2016
Bismack Biyombo,-2.339,2.717,0.378,2016
Larry Nance Jr.,-0.877,1.143,0.266,2016
Kirk Hinrich,-0.54,0.786,0.246,2016
Steve Blake,0.328,-0.141,0.187,2016
Sasha Vujacic,0.192,-0.023,0.169,2016
Iman Shumpert,-0.428,0.619,0.191,2016
James Johnson,-0.911,1.12,0.209,2016
Willie Cauley-Stein,0.176,-0.041,0.135,2016
Will Barton,0.986,-0.901,0.085,2016
Jordan McRae,0.646,-0.558,0.088,2016
Elijah Millsap,-2.114,2.362,0.247,2016
Pablo Prigioni,-0.005,0.118,0.113,2016
E'Twaun Moore,0.164,-0.068,0.096,2016
Nemanja Bjelica,0.206,-0.124,0.082,2016
D.J. Augustin,1.434,-1.463,-0.03,2016
Donatas Motiejunas,-2.254,2.443,0.189,2016
JaMychal Green,-0.737,0.803,0.066,2016
Phil Pressey,-0.722,0.78,0.058,2016
Raul Neto,-0.691,0.706,0.015,2016
Markieff Morris,-1.318,1.361,0.043,2016
Alan Anderson,-0.276,0.244,-0.031,2016
Brandan Wright,0.114,-0.217,-0.103,2016
Tarik Black,-1.593,1.557,-0.035,2016
Amar'e Stoudemire,-1.421,1.374,-0.047,2016
Cameron Payne,0.296,-0.45,-0.155,2016
Seth Curry,1.295,-1.51,-0.215,2016
Robin Lopez,-1.091,1.014,-0.077,2016
Timofey Mozgov,-1.978,1.927,-0.051,2016
Chris Johnson,-1.121,1.006,-0.115,2016
Tyler Johnson,-0.445,0.276,-0.169,2016
Mike Scott,-0.089,-0.111,-0.2,2016
Justin Anderson,-0.867,0.681,-0.186,2016
Jon Leuer,-0.761,0.56,-0.201,2016
Dewayne Dedmon,-1.698,1.549,-0.149,2016
O.J. Mayo,-1.404,1.218,-0.186,2016
Richaun Holmes,0.609,-0.944,-0.335,2016
Maurice Harkless,-0.573,0.305,-0.269,2016
Axel Toupane,0.341,-0.71,-0.369,2016
Matt Barnes,0.424,-0.804,-0.38,2016
Rodney Stuckey,-0.465,0.119,-0.346,2016
Shane Larkin,-0.434,0.076,-0.358,2016
Chris Andersen,-0.464,0.107,-0.357,2016
Anthony Morrow,1.127,-1.615,-0.488,2016
Troy Daniels,0.918,-1.399,-0.481,2016
Tyler Ennis,-0.801,0.415,-0.386,2016
Chase Budinger,-0.442,0.033,-0.409,2016
Ersan Ilyasova,-0.093,-0.34,-0.433,2016
Raymond Felton,0.165,-0.63,-0.464,2016
Nick Collison,-2.495,2.138,-0.357,2016
Gerald Henderson,-0.971,0.514,-0.457,2016
KJ McDaniels,-1.38,0.914,-0.466,2016
Justin Holiday,-1.303,0.814,-0.489,2016
Joe Ingles,-0.701,0.164,-0.537,2016
Marcelo Huertas,-0.495,-0.062,-0.557,2016
Kyle O'Quinn,-1.391,0.875,-0.515,2016
Randy Foye,-0.555,-0.018,-0.573,2016
Jarrett Jack,-0.23,-0.368,-0.597,2016
Jordan Clarkson,0.731,-1.386,-0.655,2016
Quincy Acy,-1.338,0.766,-0.572,2016
Dwight Powell,-2.378,1.834,-0.544,2016
Arron Afflalo,0.734,-1.509,-0.775,2016
Chris McCullough,-1.705,1.074,-0.631,2016
Jerryd Bayless,0.322,-1.089,-0.767,2016
Allen Crabbe,0.722,-1.548,-0.826,2016
Jameer Nelson,-0.026,-0.756,-0.782,2016
Harrison Barnes,-0.184,-0.62,-0.804,2016
Meyers Leonard,0.136,-0.97,-0.834,2016
Nerlens Noel,-3.403,2.745,-0.658,2016
Gerald Green,0.099,-0.979,-0.88,2016
Tyson Chandler,-1.968,1.209,-0.759,2016
Glenn Robinson III,-1.137,0.309,-0.828,2016
JJ Hickson,-2.28,1.51,-0.77,2016
Ramon Sessions,0.599,-1.548,-0.949,2016
Sergey Karasev,-0.559,-0.361,-0.92,2016
Andrew Nicholson,-1.122,0.227,-0.895,2016
Paul Pierce,-0.937,0.023,-0.914,2016
Lance Thomas,-0.394,-0.574,-0.968,2016
Metta World Peace,-1.469,0.559,-0.91,2016
Dante Cunningham,-0.277,-0.713,-0.99,2016
Marreese Speights,-1.395,0.451,-0.943,2016
Kobe Bryant,0.811,-1.903,-1.092,2016
Bryce Dejean-Jones,-0.785,-0.215,-1,2016
Jeremy Evans,-1.561,0.586,-0.975,2016
David Lee,-1.714,0.747,-0.967,2016
Al Jefferson,-1.754,0.78,-0.974,2016
Leandro Barbosa,-0.138,-0.943,-1.081,2016
Jusuf Nurkic,-2.336,1.385,-0.951,2016
Beno Udrih,-0.893,-0.179,-1.073,2016
Evan Turner,-1.465,0.406,-1.06,2016
C.J. Watson,-0.142,-1.014,-1.156,2016
Miles Plumlee,-1.58,0.481,-1.099,2016
Tyler Hansbrough,-0.541,-0.632,-1.173,2016
Devin Booker,0.487,-1.727,-1.24,2016
Josh Smith,-2.877,1.836,-1.041,2016
Jarell Martin,-0.668,-0.528,-1.196,2016
Kosta Koufos,-2.055,0.933,-1.121,2016
Jason Terry,0.635,-1.936,-1.301,2016
John Henson,-2.642,1.505,-1.137,2016
Darrun Hilliard,-0.781,-0.532,-1.313,2016
Ryan Kelly,-1.877,0.623,-1.254,2016
Carl Landry,0.602,-2.029,-1.427,2016
Trey Burke,0.396,-1.826,-1.431,2016
Michael Beasley,-0.764,-0.627,-1.391,2016
Alec Burks,-0.484,-0.927,-1.411,2016
Elton Brand,-3.028,1.767,-1.261,2016
Tyus Jones,-0.342,-1.103,-1.445,2016
Frank Kaminsky,-1.073,-0.332,-1.405,2016
Willie Reed,-1.046,-0.369,-1.415,2016
Jordan Hamilton,0.024,-1.507,-1.484,2016
Lou Amundson,-2.965,1.658,-1.306,2016
Austin Rivers,-1.081,-0.362,-1.443,2016
Richard Jefferson,-1.14,-0.32,-1.461,2016
Emmanuel Mudiay,-1.941,0.523,-1.418,2016
Jason Thompson,-0.699,-0.798,-1.497,2016
Luke Babbitt,0.654,-2.251,-1.597,2016
Bobby Portis,-1.394,-0.119,-1.513,2016
Jeff Green,-0.919,-0.652,-1.572,2016
Brian Roberts,-0.646,-0.971,-1.617,2016
Nik Stauskas,-0.752,-0.873,-1.625,2016
Mike Muscala,-0.756,-0.881,-1.637,2016
Jamal Crawford,0.401,-2.12,-1.718,2016
Jonathon Simmons,-0.374,-1.299,-1.673,2016
Jabari Parker,-0.217,-1.466,-1.683,2016
Alonzo Gee,-2.261,0.699,-1.561,2016
Zach LaVine,0.464,-2.193,-1.729,2016
D'Angelo Russell,-0.733,-0.933,-1.666,2016
Isaiah Canaan,-0.331,-1.361,-1.692,2016
Spencer Hawes,-1.398,-0.24,-1.638,2016
Mo Williams,-0.796,-0.882,-1.679,2016
Spencer Dinwiddie,-1.165,-0.516,-1.68,2016
Hollis Thompson,0.269,-2.04,-1.771,2016
Mario Hezonja,-0.711,-1.006,-1.716,2016
Sean Kilpatrick,2.049,-3.95,-1.901,2016
Aron Baynes,-1.44,-0.278,-1.718,2016
Myles Turner,-2.742,1.101,-1.641,2016
Wayne Ellington,-1.357,-0.394,-1.752,2016
Damjan Rudez,-0.517,-1.29,-1.807,2016
Lance Stephenson,-1.094,-0.679,-1.773,2016
Dion Waiters,-0.83,-0.981,-1.811,2016
Charlie Villanueva,-0.91,-0.903,-1.813,2016
Shabazz Napier,-1.062,-0.771,-1.834,2016
Jerian Grant,-1.531,-0.301,-1.832,2016
Alexis Ajinca,-2.971,1.213,-1.759,2016
Caron Butler,-0.929,-0.965,-1.894,2016
Anthony Brown,-2.187,0.321,-1.865,2016
RJ Hunter,-2.008,0.124,-1.884,2016
Kris Humphries,-1.146,-0.798,-1.944,2016
Tyler Zeller,-2.307,0.428,-1.879,2016
Derrick Rose,-1.087,-0.874,-1.96,2016
Omer Asik,-3.028,1.161,-1.866,2016
Derrick Williams,-0.376,-1.708,-2.084,2016
Xavier Munford,-1.846,-0.183,-2.029,2016
Ray McCallum,-0.355,-1.782,-2.137,2016
James Jones,-0.371,-1.778,-2.149,2016
Markel Brown,0.341,-2.649,-2.308,2016
Jared Cunningham,-2.233,0.076,-2.157,2016
Trey Lyles,-1.621,-0.572,-2.193,2016
Kostas Papanikolaou,-2.855,0.724,-2.131,2016
Tayshaun Prince,-2.402,0.241,-2.161,2016
Roy Hibbert,-3.115,0.954,-2.161,2016
Lamar Patterson,-0.881,-1.42,-2.301,2016
PJ Hairston,-1.586,-0.68,-2.267,2016
Joe Young,-1.447,-0.877,-2.325,2016
Ty Lawson,-1.235,-1.155,-2.39,2016
Nikola Pekovic,-1.709,-0.662,-2.37,2016
Stanley Johnson,-2.193,-0.219,-2.412,2016
Shabazz Muhammad,0.171,-2.743,-2.572,2016
Nick Young,-0.036,-2.532,-2.568,2016
Mike Miller,-1.645,-0.851,-2.496,2016
Robert Sacre,-1.749,-0.757,-2.506,2016
JaKarr Sampson,-2.668,0.166,-2.501,2016
Kelly Oubre Jr.,-1.467,-1.117,-2.584,2016
Noah Vonleh,-3.027,0.534,-2.493,2016
Alex Len,-3.512,1.034,-2.478,2016
Anderson Varejao,-2.104,-0.488,-2.592,2016
Damien Inglis,-1.854,-0.759,-2.613,2016
James Anderson,-2.484,-0.119,-2.603,2016
Norris Cole,-0.997,-1.704,-2.701,2016
Bojan Bogdanovic,0.573,-3.38,-2.807,2016
Thomas Robinson,-2.632,0.001,-2.631,2016
Devyn Marble,-2.583,-0.087,-2.669,2016
Greivis Vasquez,-0.47,-2.397,-2.867,2016
Jordan Hill,-1.462,-1.355,-2.817,2016
Jason Smith,-2.068,-0.758,-2.826,2016
James Michael McAdoo,-1.173,-1.712,-2.885,2016
Gary Neal,-0.143,-2.805,-2.949,2016
John Jenkins,-1.743,-1.131,-2.873,2016
Brandon Rush,-0.205,-2.827,-3.032,2016
Briante Weber,-1.392,-1.639,-3.031,2016
Ian Clark,-0.201,-2.913,-3.114,2016
Marco Belinelli,-0.954,-2.223,-3.177,2016
Doug McDermott,-0.866,-2.434,-3.3,2016
Joffrey Lauvergne,-1.204,-2.076,-3.28,2016
Archie Goodwin,-1.24,-2.076,-3.316,2016
Ryan Hollins,-2.192,-1.119,-3.311,2016
Cleanthony Early,-3.21,-0.075,-3.285,2016
Jahlil Okafor,-3.032,-0.359,-3.39,2016
Kevin Martin,-1.175,-2.334,-3.509,2016
Kendall Marshall,-1.444,-2.093,-3.537,2016
Kevin Seraphin,-4.449,1.056,-3.394,2016
Drew Gooden,-2.204,-1.332,-3.536,2016
Udonis Haslem,-2.299,-1.297,-3.596,2016
JaVale McGee,-2.116,-1.519,-3.635,2016
Julius Randle,-2.25,-1.409,-3.659,2016
Kyle Singler,-1.725,-1.985,-3.71,2016
Chris Copeland,-1.547,-2.225,-3.771,2016
Rashad Vaughn,-2.089,-1.653,-3.742,2016
James Young,-1.409,-2.383,-3.793,2016
DeJuan Blair,-3.671,-0.075,-3.746,2016
Johnny O'Bryant III,-3.259,-0.744,-4.002,2016
Terrence Jones,-1.884,-2.426,-4.31,2016
Greg Smith,-2.703,-1.695,-4.398,2016
Sonny Weems,-3.171,-2.077,-5.248,2016
Kendrick Perkins,-3.908,-1.542,-5.45,2016
Terry Rozier,-3.258,-2.332,-5.59,2016
Adreian Payne,-3.631,-2.173,-5.803,2016
Andrea Bargnani,-2.856,-3.967,-6.822,2016
Henry Sims,-2.837,-4.135,-6.972,2016
LeBron James,7.939,2.235,10.174,2017
Stephen Curry,9.022,1.012,10.034,2017
Chris Paul,7.293,2.4,9.693,2017
Kawhi Leonard,6.966,2.406,9.372,2017
Kyle Lowry,6.403,2.505,8.907,2017
Russell Westbrook,7.713,0.82,8.533,2017
Jimmy Butler,5.189,2.656,7.845,2017
James Harden,7.56,0.028,7.588,2017
Kevin Durant,6.095,1.442,7.536,2017
Mike Conley,5.958,1.113,7.071,2017
Draymond Green,1.466,5.813,7.279,2017
Rudy Gobert,1.648,5.427,7.075,2017
Kemba Walker,5.278,1.409,6.687,2017
Damian Lillard,6.823,-0.467,6.356,2017
Nikola Jokic,5.036,1.291,6.326,2017
Isaiah Thomas,8.113,-2.375,5.738,2017
Giannis Antetokounmpo,3.604,2.212,5.815,2017
Anthony Davis,1.912,3.865,5.777,2017
George Hill,3.487,2.175,5.662,2017
Gordon Hayward,4.588,0.715,5.303,2017
John Wall,4.004,1.199,5.203,2017
DeMarcus Cousins,2.895,2.363,5.258,2017
Bradley Beal,5.208,-0.129,5.079,2017
Joel Embiid,0.427,4.882,5.309,2017
Blake Griffin,3.58,1.322,4.902,2017
Danilo Gallinari,3.67,1.071,4.742,2017
Paul George,3.462,1.249,4.711,2017
DeAndre Jordan,1.986,2.682,4.669,2017
Jae Crowder,2.795,1.608,4.403,2017
Ricky Rubio,2.621,1.675,4.295,2017
Goran Dragic,3.873,0.346,4.219,2017
Karl-Anthony Towns,4.475,-0.38,4.095,2017
Kevin Love,2.66,1.522,4.182,2017
Kyrie Irving,5.369,-1.391,3.978,2017
Jeremy Lin,1.51,2.628,4.138,2017
Patrick Patterson,2.296,1.771,4.068,2017
CJ McCollum,3.788,0.16,3.948,2017
Eric Bledsoe,3.126,0.833,3.959,2017
Klay Thompson,4.178,-0.387,3.791,2017
Patrick Beverley,1.954,1.844,3.798,2017
Paul Millsap,1.183,2.643,3.826,2017
Kristaps Porzingis,0.777,2.952,3.73,2017
Jeff Teague,2.692,0.891,3.582,2017
Robert Covington,-0.28,4.02,3.741,2017
Patty Mills,3.721,-0.276,3.444,2017
Danny Green,0.755,2.866,3.62,2017
Jrue Holiday,1.362,2.22,3.582,2017
Manu Ginobili,1.839,1.492,3.331,2017
Amir Johnson,0.321,3.068,3.388,2017
Rudy Gay,1.086,2.107,3.193,2017
Boban Marjanovic,1.939,1.179,3.118,2017
Tim Hardaway Jr.,2.869,0.108,2.977,2017
LaMarcus Aldridge,0.529,2.559,3.088,2017
Hassan Whiteside,0.872,2.151,3.023,2017
Cody Zeller,0.769,2.243,3.012,2017
Seth Curry,1.882,1.026,2.908,2017
DeMarre Carroll,0.956,2.007,2.963,2017
Nikola Mirotic,1.624,1.283,2.907,2017
Otto Porter Jr.,2.252,0.594,2.847,2017
Maurice Harkless,1.32,1.581,2.901,2017
JJ Redick,3.148,-0.407,2.741,2017
Darren Collison,3.108,-0.417,2.691,2017
Ersan Ilyasova,1.557,1.226,2.783,2017
Lou Williams,4.109,-1.59,2.519,2017
Wesley Matthews,1.093,1.601,2.694,2017
Kentavious Caldwell-Pope,2.446,0.158,2.604,2017
Marc Gasol,1.532,1.109,2.641,2017
Khris Middleton,0.894,1.771,2.664,2017
Michael Kidd-Gilchrist,-0.222,2.951,2.729,2017
Clint Capela,1.003,1.636,2.639,2017
Aaron Gordon,1.999,0.497,2.495,2017
David West,-0.846,3.508,2.662,2017
Brook Lopez,1.516,0.976,2.491,2017
Al Horford,1.207,1.296,2.502,2017
Shawn Long,2.736,-0.343,2.393,2017
Andre Roberson,-0.63,3.136,2.507,2017
Elfrid Payton,2.156,0.171,2.327,2017
Ryan Anderson,2.832,-0.561,2.271,2017
Tyus Jones,2.046,0.256,2.302,2017
Delon Wright,-0.031,2.38,2.349,2017
JaVale McGee,1.34,0.916,2.256,2017
Myles Turner,0.308,1.999,2.307,2017
Vince Carter,2.184,0.004,2.188,2017
Raul Neto,-0.224,2.555,2.332,2017
Jordan Crawford,5.126,-3.122,2.004,2017
Devin Harris,1.119,1.053,2.172,2017
DeMar DeRozan,2.826,-0.758,2.068,2017
Victor Oladipo,0.72,1.467,2.187,2017
Nick Young,3.776,-1.781,1.996,2017
Deron Williams,1.699,0.417,2.116,2017
Jared Dudley,-0.273,2.467,2.195,2017
Malcolm Brogdon,2.517,-0.499,2.018,2017
Dewayne Dedmon,-1.218,3.438,2.22,2017
CJ Miles,2.343,-0.342,2.001,2017
Nicolas Batum,1.548,0.485,2.033,2017
Eric Gordon,2.17,-0.18,1.99,2017
James Johnson,0.048,2.066,2.113,2017
Carmelo Anthony,2.828,-0.913,1.914,2017
Tony Allen,-0.611,2.708,2.097,2017
Andre Iguodala,1.885,0.056,1.942,2017
Serge Ibaka,0.921,1.048,1.969,2017
J.J. Barea,2.808,-0.96,1.848,2017
Dion Waiters,1.149,0.789,1.938,2017
Marreese Speights,1.675,0.204,1.879,2017
Gary Harris,2.947,-1.157,1.79,2017
Jerian Grant,0.88,0.986,1.866,2017
Kyle Anderson,-0.615,2.556,1.941,2017
Tarik Black,-0.615,2.469,1.855,2017
Tim Frazier,0.782,0.988,1.77,2017
Luc Mbah a Moute,-1.506,3.366,1.86,2017
JaMychal Green,0.172,1.586,1.758,2017
Tobias Harris,1.132,0.426,1.558,2017
Joe Ingles,1.889,-0.398,1.491,2017
Montrezl Harrell,1.337,0.177,1.514,2017
Kenneth Faried,1.143,0.338,1.481,2017
Josh Richardson,0.351,1.168,1.519,2017
Tyler Johnson,0.967,0.487,1.454,2017
Steven Adams,-0.401,1.895,1.494,2017
Ish Smith,1.117,0.27,1.387,2017
Gorgui Dieng,-0.432,1.91,1.479,2017
Thaddeus Young,-0.532,2.008,1.476,2017
Alan Williams,0.051,1.37,1.421,2017
Terrence Ross,2.179,-0.891,1.288,2017
Jabari Parker,2.133,-0.851,1.282,2017
Mason Plumlee,0.992,0.335,1.327,2017
Trevor Ariza,0.794,0.492,1.287,2017
Marvin Williams,0.509,0.778,1.287,2017
Marcus Smart,0.086,1.206,1.292,2017
Dennis Schroder,1.154,0.073,1.227,2017
Trevor Booker,-1.012,2.34,1.328,2017
Thabo Sefolosha,-0.697,2.002,1.305,2017
Jameer Nelson,1.613,-0.467,1.147,2017
Markieff Morris,-0.771,1.955,1.184,2017
Devin Booker,2.159,-1.191,0.968,2017
Channing Frye,1.731,-0.739,0.992,2017
Nene,-1.038,2.127,1.089,2017
Greg Monroe,1.272,-0.323,0.949,2017
Aron Baynes,-1.272,2.371,1.099,2017
Pau Gasol,0.821,0.144,0.965,2017
Nerlens Noel,-0.891,1.953,1.062,2017
David Lee,0.087,0.904,0.991,2017
Zaza Pachulia,-0.554,1.548,0.994,2017
Brandan Wright,0.304,0.635,0.94,2017
Dirk Nowitzki,0.701,0.196,0.898,2017
Thon Maker,0.712,0.162,0.874,2017
Matthew Dellavedova,0.798,0.068,0.866,2017
Dwight Howard,-0.902,1.859,0.956,2017
Taj Gibson,-0.558,1.462,0.903,2017
Tony Snell,0.667,0.152,0.819,2017
Kent Bazemore,-0.734,1.626,0.891,2017
Wilson Chandler,1.367,-0.606,0.76,2017
Joe Johnson,1.544,-0.817,0.727,2017
Kevon Looney,-1.383,2.278,0.895,2017
Avery Bradley,0.77,-0.013,0.758,2017
T.J. McConnell,0.238,0.538,0.775,2017
Solomon Hill,-0.278,1.057,0.779,2017
Larry Nance Jr.,-0.205,0.976,0.771,2017
Darrell Arthur,0.087,0.667,0.754,2017
Harrison Barnes,-0.2,0.94,0.739,2017
Spencer Dinwiddie,0.515,0.18,0.696,2017
Caris LeVert,1.276,-0.649,0.627,2017
Jeremy Lamb,1.059,-0.443,0.616,2017
Lucas Nogueira,-0.553,1.258,0.705,2017
Brandon Jennings,1.732,-1.169,0.564,2017
Rodney Hood,0.533,0.077,0.61,2017
Wayne Ellington,1.76,-1.227,0.533,2017
Salah Mejri,-1.587,2.319,0.732,2017
Jodie Meeks,1.281,-0.724,0.557,2017
Andre Drummond,-1.012,1.697,0.685,2017
Garrett Temple,-0.1,0.709,0.609,2017
Evan Fournier,1.031,-0.504,0.527,2017
Beno Udrih,0.926,-0.405,0.521,2017
Tristan Thompson,-0.474,1.052,0.579,2017
Langston Galloway,0.509,-0.003,0.506,2017
Courtney Lee,1.363,-0.997,0.366,2017
Reggie Jackson,1.115,-0.735,0.38,2017
Ian Mahinmi,-2.429,3.017,0.588,2017
Tyson Chandler,-0.762,1.232,0.47,2017
Cory Joseph,0.83,-0.504,0.326,2017
Derrick Jones Jr.,0.071,0.283,0.355,2017
Michael Carter-Williams,-1.635,2.086,0.45,2017
Luol Deng,-0.517,0.894,0.377,2017
Shabazz Napier,0.921,-0.645,0.276,2017
Jason Terry,-0.068,0.382,0.314,2017
Robin Lopez,-0.727,1.066,0.339,2017
Maurice Ndour,-2.124,2.518,0.394,2017
Rondae Hollis-Jefferson,-1.652,2.017,0.364,2017
Dwyane Wade,0.015,0.249,0.264,2017
Richaun Holmes,0.918,-0.709,0.209,2017
Nemanja Bjelica,-0.501,0.795,0.294,2017
Luke Babbitt,0.169,0.083,0.252,2017
Justin Holiday,0.211,0.025,0.236,2017
Andrew Wiggins,1.54,-1.387,0.153,2017
James Ennis III,-0.35,0.602,0.252,2017
Tomas Satoransky,-0.792,1.063,0.271,2017
Anthony Tolliver,1.066,-0.929,0.137,2017
Al-Farouq Aminu,-1.626,1.917,0.291,2017
Frank Kaminsky,0.836,-0.702,0.134,2017
Andrew Harrison,-0.444,0.629,0.185,2017
Davis Bertans,0.708,-0.596,0.112,2017
Kelly Olynyk,-0.597,0.753,0.156,2017
Mike Muscala,0.345,-0.261,0.084,2017
Iman Shumpert,-0.112,0.213,0.102,2017
Mirza Teletovic,0.991,-0.96,0.031,2017
David Nwaba,-0.683,0.812,0.129,2017
Derrick Favors,-1.568,1.736,0.168,2017
Ty Lawson,0.661,-0.647,0.014,2017
Kyle O'Quinn,-0.593,0.679,0.086,2017
Tyler Ennis,-0.495,0.569,0.074,2017
Timothe Luwawu-Cabarrot,-0.621,0.672,0.05,2017
Jonas Jerebko,0.426,-0.445,-0.019,2017
Skal Labissiere,-0.574,0.609,0.035,2017
Jamal Murray,0.552,-0.585,-0.034,2017
Derrick Rose,0.736,-0.791,-0.055,2017
Jon Leuer,-0.304,0.287,-0.017,2017
Quincy Acy,-0.437,0.426,-0.011,2017
KJ McDaniels,-0.873,0.876,0.003,2017
Kelly Oubre Jr.,0.059,-0.115,-0.055,2017
Jonas Valanciunas,-0.027,-0.036,-0.064,2017
Chasson Randle,0.928,-1.057,-0.129,2017
Cristiano Felicio,-0.066,-0.005,-0.071,2017
Isaiah Whitehead,-0.651,0.613,-0.038,2017
Nikola Vucevic,-1.285,1.277,-0.008,2017
Andrew Bogut,-3.939,4.082,0.143,2017
Mike Scott,-0.465,0.391,-0.074,2017
Yogi Ferrell,0.873,-1.042,-0.168,2017
Glenn Robinson III,-0.207,0.102,-0.105,2017
Willie Reed,-0.766,0.682,-0.084,2017
Dante Exum,-0.869,0.788,-0.081,2017
D'Angelo Russell,0.84,-1.031,-0.191,2017
Marcin Gortat,-0.661,0.501,-0.16,2017
Tony Parker,0.178,-0.398,-0.22,2017
Sergio Rodriguez,1.182,-1.473,-0.291,2017
Fred VanVleet,-1.049,0.857,-0.192,2017
Tyreke Evans,-0.24,-0.033,-0.273,2017
Zach LaVine,1.125,-1.484,-0.359,2017
Joakim Noah,-0.926,0.689,-0.238,2017
Wesley Johnson,-1.97,1.79,-0.179,2017
Troy Daniels,1.332,-1.713,-0.381,2017
Jusuf Nurkic,-1.9,1.703,-0.197,2017
Sam Dekker,0.71,-1.064,-0.354,2017
Willie Cauley-Stein,-0.753,0.457,-0.296,2017
Rodney McGruder,0.394,-0.771,-0.377,2017
Jonathon Simmons,-1.235,0.946,-0.289,2017
Rajon Rondo,-0.245,-0.117,-0.361,2017
Norman Powell,0.756,-1.183,-0.427,2017
Richard Jefferson,-0.291,-0.087,-0.378,2017
Toney Douglas,0.625,-1.057,-0.433,2017
Ron Baker,-0.88,0.533,-0.347,2017
Monta Ellis,-0.478,0.045,-0.433,2017
Denzel Valentine,-0.603,0.153,-0.45,2017
Dante Cunningham,0.361,-0.889,-0.528,2017
Will Barton,0.829,-1.405,-0.576,2017
Kosta Koufos,-2.219,1.794,-0.425,2017
Corey Brewer,-0.927,0.416,-0.511,2017
Timofey Mozgov,-2.435,2.008,-0.427,2017
Dorian Finney-Smith,-0.38,-0.183,-0.563,2017
Austin Rivers,0.64,-1.296,-0.656,2017
Matt Barnes,-0.202,-0.433,-0.635,2017
Tyler Zeller,-1.622,1.072,-0.55,2017
JR Smith,-0.075,-0.588,-0.663,2017
Lavoy Allen,-0.577,-0.075,-0.652,2017
Chandler Parsons,-0.723,0.059,-0.665,2017
E'Twaun Moore,0.555,-1.322,-0.767,2017
Cole Aldrich,-1.201,0.495,-0.706,2017
Ben McLemore,-0.607,-0.152,-0.759,2017
Stanley Johnson,-1.096,0.357,-0.739,2017
Raymond Felton,-0.489,-0.322,-0.811,2017
Aaron Brooks,-0.503,-0.347,-0.85,2017
Willy Hernangomez,-0.39,-0.486,-0.876,2017
Sasha Vujacic,-0.246,-0.658,-0.904,2017
Justin Anderson,-0.204,-0.714,-0.918,2017
Malcolm Delaney,-1.256,0.376,-0.88,2017
Alex Abrines,1.229,-2.262,-1.033,2017
Jerami Grant,-1.134,0.227,-0.907,2017
Terry Rozier,-0.459,-0.496,-0.955,2017
Ramon Sessions,-0.114,-0.865,-0.98,2017
Justise Winslow,-2.32,1.459,-0.861,2017
Kyle Korver,0.385,-1.435,-1.051,2017
